trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
OF_A5-Weekday-003000_M7_201,0:30:00,400087,1,1,1,requester,30689
OF_A5-Weekday-003000_M7_201,1:11:00,903325,57,1,1,releaser,30689
OF_A5-Weekday-010000_M7_202,1:40:00,400087,1,1,1,requester,30691
OF_A5-Weekday-010000_M7_202,2:19:00,903325,57,1,1,releaser,30691
OF_A5-Weekday-016000_M7_201,2:40:00,400087,1,1,1,requester,30692
OF_A5-Weekday-016000_M7_201,3:19:00,903325,57,1,1,releaser,30692
OF_A5-Weekday-022000_M7_202,3:40:00,400087,1,1,1,requester,30695
OF_A5-Weekday-022000_M7_202,4:19:00,903325,57,1,1,releaser,30695
OF_A5-Weekday-027000_M7_203,4:30:00,400087,1,1,1,requester,30698
OF_A5-Weekday-027000_M7_203,5:09:00,903325,57,1,1,releaser,30698
OF_A5-Weekday-030000_M7_201,5:00:00,400087,1,1,1,requester,30703
OF_A5-Weekday-030000_M7_201,5:44:00,903325,57,1,1,releaser,30703
OF_A5-Weekday-032000_M7_204,5:20:00,400087,1,1,1,requester,30711
OF_A5-Weekday-032000_M7_204,6:04:00,903325,57,1,1,releaser,30711
OF_A5-Weekday-033500_M7_205,5:35:00,400087,1,1,1,requester,30718
OF_A5-Weekday-033500_M7_205,6:19:00,903325,57,1,1,releaser,30718
OF_A5-Weekday-035000_M7_206,5:50:00,400087,1,1,1,requester,30733
OF_A5-Weekday-035000_M7_206,6:34:00,903325,57,1,1,releaser,30733
OF_A5-Weekday-035900_M7_207,5:59:00,400087,1,1,1,requester,30742
OF_A5-Weekday-035900_M7_207,6:20:25,401091,27,2,2,requester,30743
OF_A5-Weekday-035900_M7_207,6:21:21,401092,28,2,2,releaser,30743
OF_A5-Weekday-035900_M7_207,6:44:00,903325,57,1,1,releaser,30742
OF_A5-Weekday-036700_M7_208,6:07:00,400087,1,1,1,requester,30755
OF_A5-Weekday-036700_M7_208,6:55:00,903325,57,1,1,releaser,30755
OF_A5-Weekday-037500_M7_202,6:15:00,400087,1,1,1,requester,30767
OF_A5-Weekday-037500_M7_202,7:08:00,903325,57,1,1,releaser,30767
OF_A5-Weekday-038300_M7_209,6:23:00,400087,1,1,1,requester,30780
OF_A5-Weekday-038300_M7_209,7:20:00,903325,57,1,1,releaser,30780
OF_A5-Weekday-039300_M7_203,6:33:00,400087,1,1,1,requester,30799
OF_A5-Weekday-039300_M7_203,7:32:00,903325,57,1,1,releaser,30799
OF_A5-Weekday-040300_M7_210,6:43:00,400087,1,1,1,requester,30822
OF_A5-Weekday-040300_M7_210,7:49:00,903325,57,1,1,releaser,30822
OF_A5-Weekday-041300_M7_211,6:53:00,400087,1,1,1,requester,30847
OF_A5-Weekday-041300_M7_211,7:17:00,401086,22,2,2,requester,30848
OF_A5-Weekday-041300_M7_211,7:25:50,401091,27,2,2,releaser,30848
OF_A5-Weekday-041300_M7_211,8:04:00,903325,57,1,1,releaser,30847
OF_A5-Weekday-042300_M7_212,7:03:00,400087,1,1,1,requester,30878
OF_A5-Weekday-042300_M7_212,7:18:00,404284,10,2,2,requester,30879
OF_A5-Weekday-042300_M7_212,7:41:56,401091,27,2,2,releaser,30879
OF_A5-Weekday-042300_M7_212,8:25:00,903325,57,1,1,releaser,30878
OF_A5-Weekday-043300_M7_213,7:13:00,400087,1,1,1,requester,30905
OF_A5-Weekday-043300_M7_213,8:39:00,903325,57,1,1,releaser,30905
OF_A5-Weekday-044300_M7_214,7:23:00,400087,1,1,1,requester,30936
OF_A5-Weekday-044300_M7_214,7:28:20,404339,4,2,2,requester,30937
OF_A5-Weekday-044300_M7_214,7:29:43,404338,5,2,2,releaser,30937
OF_A5-Weekday-044300_M7_214,8:10:40,401094,30,2,2,requester,30938
OF_A5-Weekday-044300_M7_214,8:22:40,400860,38,2,2,releaser,30938
OF_A5-Weekday-044300_M7_214,8:51:00,903325,57,1,1,releaser,30936
OF_A5-Weekday-045400_M7_204,7:34:00,400087,1,1,1,requester,30972
OF_A5-Weekday-045400_M7_204,7:54:44,404274,13,2,2,requester,30973
OF_A5-Weekday-045400_M7_204,8:03:23,403392,19,2,2,releaser,30973
OF_A5-Weekday-045400_M7_204,8:05:27,401085,21,2,2,requester,30974
OF_A5-Weekday-045400_M7_204,8:40:38,400950,43,2,2,releaser,30974
OF_A5-Weekday-045400_M7_204,9:03:00,903325,57,1,1,releaser,30972
