trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
MQ_A5-Weekday-032400_M57_451,5:24:00,400745,1,1,1,requester,105
MQ_A5-Weekday-032400_M57_451,5:37:00,400854,11,1,1,releaser,105
MQ_A5-Weekday-034000_M57_451,5:40:00,400751,1,1,1,requester,139
MQ_A5-Weekday-034000_M57_451,5:49:21,403992,9,2,2,requester,140
MQ_A5-Weekday-034000_M57_451,5:55:55,405529,14,2,2,releaser,140
MQ_A5-Weekday-034000_M57_451,6:04:00,903302,22,1,1,releaser,139
MQ_A5-Weekday-035700_M57_452,5:57:00,400751,1,1,1,requester,173
MQ_A5-Weekday-035700_M57_452,6:21:00,903302,22,1,1,releaser,173
MQ_A5-Weekday-035900_M57_453,5:59:00,400745,1,1,1,requester,176
MQ_A5-Weekday-035900_M57_453,6:12:00,400854,11,1,1,releaser,176
MQ_A5-Weekday-037200_M57_454,6:12:00,400751,1,1,1,requester,224
MQ_A5-Weekday-037200_M57_454,6:39:00,903302,22,1,1,releaser,224
MQ_A5-Weekday-037600_M57_451,6:16:00,402221,1,1,1,requester,240
MQ_A5-Weekday-037600_M57_451,6:23:07,402229,8,2,2,requester,241
MQ_A5-Weekday-037600_M57_451,6:27:08,402233,11,2,2,releaser,241
MQ_A5-Weekday-037600_M57_451,6:39:00,400854,20,1,1,releaser,240
MQ_A5-Weekday-038700_M57_453,6:27:00,400751,1,1,1,requester,281
MQ_A5-Weekday-038700_M57_453,6:31:00,403038,4,2,2,requester,282
MQ_A5-Weekday-038700_M57_453,6:55:17,402217,19,2,2,releaser,282
MQ_A5-Weekday-038700_M57_453,6:59:00,903302,22,1,1,releaser,281
MQ_A5-Weekday-039600_M57_452,6:36:00,402221,1,1,1,requester,322
MQ_A5-Weekday-039600_M57_452,6:48:41,400744,9,2,2,requester,323
MQ_A5-Weekday-039600_M57_452,6:52:21,402233,11,2,2,releaser,323
MQ_A5-Weekday-039600_M57_452,7:05:00,400854,20,1,1,releaser,322
MQ_A5-Weekday-040100_M57_455,6:41:00,400751,1,1,1,requester,341
MQ_A5-Weekday-040100_M57_455,6:48:13,403626,7,2,2,requester,342
MQ_A5-Weekday-040100_M57_455,6:56:36,403736,12,2,2,releaser,342
MQ_A5-Weekday-040100_M57_455,7:12:00,903302,22,1,1,releaser,341
MQ_A5-Weekday-041100_M57_454,6:51:00,402221,1,1,1,requester,396
MQ_A5-Weekday-041100_M57_454,7:20:00,400854,20,1,1,releaser,396
MQ_A5-Weekday-041300_M57_451,6:53:00,400751,1,1,1,requester,404
MQ_A5-Weekday-041300_M57_451,7:24:00,903302,22,1,1,releaser,404
MQ_A5-Weekday-042500_M57_457,7:05:00,400751,1,1,1,requester,476
MQ_A5-Weekday-042500_M57_457,7:09:28,404826,5,2,2,requester,477
MQ_A5-Weekday-042500_M57_457,7:19:00,403562,11,2,2,releaser,477
MQ_A5-Weekday-042500_M57_457,7:23:00,403621,13,2,2,requester,478
MQ_A5-Weekday-042500_M57_457,7:28:00,402214,16,2,2,releaser,478
MQ_A5-Weekday-042500_M57_457,7:36:00,903302,22,1,1,releaser,476
MQ_A5-Weekday-042600_M57_456,7:06:00,402221,1,1,1,requester,480
MQ_A5-Weekday-042600_M57_456,7:36:00,400854,20,1,1,releaser,480
MQ_A5-Weekday-043700_M57_452,7:17:00,400751,1,1,1,requester,584
MQ_A5-Weekday-043700_M57_452,7:20:00,403038,4,2,2,requester,585
MQ_A5-Weekday-043700_M57_452,7:32:36,403736,12,2,2,releaser,585
MQ_A5-Weekday-043700_M57_452,7:50:00,903302,22,1,1,releaser,584
MQ_A5-Weekday-043700_M57_453,7:17:00,402221,1,1,1,requester,586
MQ_A5-Weekday-043700_M57_453,7:25:26,402228,7,2,2,requester,587
MQ_A5-Weekday-043700_M57_453,7:38:44,405562,13,2,2,releaser,587
MQ_A5-Weekday-043700_M57_453,7:49:00,400854,20,1,1,releaser,586
MQ_A5-Weekday-044700_M57_455,7:27:00,402221,1,1,1,requester,670
MQ_A5-Weekday-044700_M57_455,7:30:41,402224,4,2,2,requester,671
