trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
OH_A5-Weekday-002100_M101_3,0:21:00,402816,1,1,1,requester,36979
OH_A5-Weekday-002100_M101_3,0:45:00,903148,35,1,1,releaser,36979
OH_A5-Weekday-002200_M101_2,0:22:00,403777,1,1,1,requester,36980
OH_A5-Weekday-002200_M101_2,1:03:00,903340,44,1,1,releaser,36980
OH_A5-Weekday-024800_M101_9,4:08:00,403777,1,1,1,requester,36981
OH_A5-Weekday-024800_M101_9,4:44:00,903340,44,1,1,releaser,36981
OH_A5-Weekday-028200_M101_8,4:42:00,903281,1,1,1,requester,36982
OH_A5-Weekday-028200_M101_8,5:21:00,803153,54,1,1,releaser,36982
OH_A5-Weekday-029300_M101_9,4:53:00,903341,1,1,1,requester,36984
OH_A5-Weekday-029300_M101_9,6:07:00,903148,78,1,1,releaser,36984
OH_A5-Weekday-030000_M101_18,5:00:00,403777,1,1,1,requester,36985
OH_A5-Weekday-030000_M101_18,5:36:00,903340,44,1,1,releaser,36985
OH_A5-Weekday-030200_M101_16,5:02:00,404255,1,1,1,requester,36986
OH_A5-Weekday-030200_M101_16,5:33:00,903148,44,1,1,releaser,36986
OH_A5-Weekday-031500_M101_22,5:15:00,403777,1,1,1,requester,36987
OH_A5-Weekday-031500_M101_22,5:32:00,803024,27,1,1,releaser,36987
OH_A5-Weekday-031600_M101_21,5:16:00,404255,1,1,1,requester,36988
OH_A5-Weekday-031600_M101_21,6:01:00,903282,54,1,1,releaser,36988
OH_A5-Weekday-031600_M101_23,5:16:00,403777,1,1,1,requester,36989
OH_A5-Weekday-031600_M101_23,5:59:00,903340,44,1,1,releaser,36989
OH_A5-Weekday-032400_M101_27,5:24:00,403777,1,1,1,requester,36992
OH_A5-Weekday-032400_M101_27,6:09:00,903340,44,1,1,releaser,36992
OH_A5-Weekday-032800_M101_25,5:28:00,404255,1,1,1,requester,36994
OH_A5-Weekday-032800_M101_25,6:17:00,903282,54,1,1,releaser,36994
OH_A5-Weekday-033700_M101_8,5:37:00,803154,1,1,1,requester,36995
OH_A5-Weekday-033700_M101_8,5:47:41,403417,8,2,2,requester,36996
OH_A5-Weekday-033700_M101_8,5:55:29,403419,17,2,2,releaser,36996
OH_A5-Weekday-033700_M101_8,6:02:00,403422,24,2,2,requester,36997
OH_A5-Weekday-033700_M101_8,6:07:56,403424,30,2,2,releaser,36997
OH_A5-Weekday-033700_M101_8,6:33:00,903282,55,1,1,releaser,36995
OH_A5-Weekday-034700_M101_22,5:47:00,400087,1,1,1,requester,37000
OH_A5-Weekday-034700_M101_22,6:00:46,401989,14,2,2,requester,37001
OH_A5-Weekday-034700_M101_22,6:10:44,403749,24,2,2,releaser,37001
OH_A5-Weekday-034700_M101_22,6:43:00,903148,57,1,1,releaser,37000
OH_A5-Weekday-035100_M101_39,5:51:00,403777,1,1,1,requester,37005
OH_A5-Weekday-035100_M101_39,6:04:33,402507,16,2,2,requester,37006
OH_A5-Weekday-035100_M101_39,6:07:51,402510,19,2,2,releaser,37006
OH_A5-Weekday-035100_M101_39,6:38:00,903340,44,1,1,releaser,37005
OH_A5-Weekday-035200_M101_16,5:52:00,405154,1,1,1,requester,37007
OH_A5-Weekday-035200_M101_16,6:27:00,402502,44,2,2,requester,37008
OH_A5-Weekday-035200_M101_16,6:37:00,401444,53,2,2,releaser,37008
OH_A5-Weekday-035200_M101_16,7:08:00,903340,77,1,1,releaser,37007
OH_A5-Weekday-035200_M101_36,5:52:00,404255,1,1,1,requester,37009
OH_A5-Weekday-035200_M101_36,6:45:00,903282,54,1,1,releaser,37009
OH_A5-Weekday-035700_M101_18,5:57:00,903341,1,1,1,requester,37012
OH_A5-Weekday-035700_M101_18,6:22:22,402645,20,2,2,requester,37013
OH_A5-Weekday-035700_M101_18,6:29:15,401459,25,3,3,requester,37014
OH_A5-Weekday-035700_M101_18,6:42:47,402662,34,3,3,releaser,37014
OH_A5-Weekday-035700_M101_18,6:44:00,404255,35,2,2,releaser,37013
OH_A5-Weekday-035700_M101_18,7:31:00,903148,50,1,1,releaser,37012
OH_A5-Weekday-036400_M101_40,6:04:00,404255,1,1,1,requester,37015
OH_A5-Weekday-036400_M101_40,6:57:00,903282,54,1,1,releaser,37015
OH_A5-Weekday-036500_M101_44,6:05:00,402816,1,1,1,requester,37016
OH_A5-Weekday-036500_M101_44,6:38:00,903148,35,1,1,releaser,37016
OH_A5-Weekday-037500_M101_21,6:15:00,903281,1,1,1,requester,37021
OH_A5-Weekday-037500_M101_21,7:23:00,803153,54,1,1,releaser,37021
