trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
MQ_A5-Weekday-030000_M8_1,5:00:00,401528,1,1,1,requester,76
MQ_A5-Weekday-030000_M8_1,5:13:00,803177,22,1,1,releaser,76
MQ_A5-Weekday-033000_M8_2,5:30:00,401528,1,1,1,requester,119
MQ_A5-Weekday-033000_M8_2,5:44:00,803177,22,1,1,releaser,119
MQ_A5-Weekday-035500_M8_1,5:55:00,401528,1,1,1,requester,170
MQ_A5-Weekday-035500_M8_1,6:09:00,803177,22,1,1,releaser,170
MQ_A5-Weekday-038000_M8_2,6:20:00,401528,1,1,1,requester,255
MQ_A5-Weekday-038000_M8_2,6:35:00,803177,22,1,1,releaser,255
MQ_A5-Weekday-040000_M8_3,6:40:00,401528,1,1,1,requester,334
MQ_A5-Weekday-040000_M8_3,6:56:00,803177,22,1,1,releaser,334
MQ_A5-Weekday-041300_M8_1,6:53:00,401528,1,1,1,requester,405
MQ_A5-Weekday-041300_M8_1,7:10:00,803177,22,1,1,releaser,405
MQ_A5-Weekday-042300_M8_4,7:03:00,401528,1,1,1,requester,465
MQ_A5-Weekday-042300_M8_4,7:22:00,803177,22,1,1,releaser,465
MQ_A5-Weekday-043300_M8_2,7:13:00,401528,1,1,1,requester,539
MQ_A5-Weekday-043300_M8_2,7:32:00,803177,22,1,1,releaser,539
MQ_A5-Weekday-044300_M8_5,7:23:00,401528,1,1,1,requester,627
MQ_A5-Weekday-044300_M8_5,7:45:00,803177,22,1,1,releaser,627
MQ_A5-Weekday-045300_M8_3,7:33:00,401528,1,1,1,requester,737
MQ_A5-Weekday-045300_M8_3,7:55:00,803177,22,1,1,releaser,737
MQ_A5-Weekday-046300_M8_6,7:43:00,401528,1,1,1,requester,824
MQ_A5-Weekday-046300_M8_6,8:05:00,803177,22,1,1,releaser,824
MQ_A5-Weekday-047300_M8_1,7:53:00,401528,1,1,1,requester,926
MQ_A5-Weekday-047300_M8_1,8:15:00,803177,22,1,1,releaser,926
MQ_A5-Weekday-048300_M8_4,8:03:00,401528,1,1,1,requester,1014
MQ_A5-Weekday-048300_M8_4,8:25:00,803177,22,1,1,releaser,1014
MQ_A5-Weekday-049300_M8_2,8:13:00,401528,1,1,1,requester,1120
MQ_A5-Weekday-049300_M8_2,8:35:00,803177,22,1,1,releaser,1120
MQ_A5-Weekday-050300_M8_7,8:23:00,401528,1,1,1,requester,1258
MQ_A5-Weekday-050300_M8_7,8:45:00,803177,22,1,1,releaser,1258
MQ_A5-Weekday-051500_M8_5,8:35:00,401528,1,1,1,requester,1402
MQ_A5-Weekday-051500_M8_5,8:57:00,803177,22,1,1,releaser,1402
MQ_A5-Weekday-053000_M8_6,8:50:00,401528,1,1,1,requester,1558
MQ_A5-Weekday-053000_M8_6,9:12:00,803177,22,1,1,releaser,1558
MQ_A5-Weekday-055000_M8_4,9:10:00,401528,1,1,1,requester,1699
MQ_A5-Weekday-055000_M8_4,9:32:00,803177,22,1,1,releaser,1699
MQ_A5-Weekday-057000_M8_7,9:30:00,401528,1,1,1,requester,1839
MQ_A5-Weekday-057000_M8_7,9:52:00,803177,22,1,1,releaser,1839
MQ_A5-Weekday-059000_M8_5,9:50:00,401528,1,1,1,requester,1951
MQ_A5-Weekday-059000_M8_5,10:12:00,803177,22,1,1,releaser,1951
MQ_A5-Weekday-059700_M8_3,9:57:00,403399,1,1,1,requester,1999
MQ_A5-Weekday-059700_M8_3,10:45:00,401691,25,1,1,releaser,1999
MQ_A5-Weekday-063000_M8_4,10:30:00,401528,1,1,1,requester,2246
MQ_A5-Weekday-063000_M8_4,10:52:00,803177,22,1,1,releaser,2246
MQ_A5-Weekday-063300_M8_2,10:33:00,403399,1,1,1,requester,2267
MQ_A5-Weekday-063300_M8_2,11:05:34,404100,14,2,2,requester,2268
MQ_A5-Weekday-063300_M8_2,11:08:21,402037,16,2,2,releaser,2268
MQ_A5-Weekday-063300_M8_2,11:23:00,401691,25,1,1,releaser,2267
MQ_A5-Weekday-065500_M8_5,10:55:00,401528,1,1,1,requester,2405
MQ_A5-Weekday-065500_M8_5,11:17:00,803177,22,1,1,releaser,2405
MQ_A5-Weekday-069300_M8_1,11:33:00,403399,1,1,1,requester,2637
MQ_A5-Weekday-069300_M8_1,11:51:08,405006,6,2,2,requester,2638
MQ_A5-Weekday-069300_M8_1,11:57:37,405165,9,3,3,requester,2640
MQ_A5-Weekday-069300_M8_1,12:09:01,402036,15,3,2,releaser,2638
MQ_A5-Weekday-069300_M8_1,12:09:01,402036,15,3,3,releaser,2640
MQ_A5-Weekday-069300_M8_1,12:11:45,402038,17,2,2,requester,2639
MQ_A5-Weekday-069300_M8_1,12:25:00,401691,25,2,1,releaser,2637
MQ_A5-Weekday-069300_M8_1,12:25:00,401691,25,2,2,releaser,2639
MQ_A5-Weekday-072300_M8_3,12:03:00,403399,1,1,1,requester,2798
MQ_A5-Weekday-072300_M8_3,12:27:37,405165,9,2,2,requester,2799
MQ_A5-Weekday-072300_M8_3,12:31:00,403732,11,2,2,releaser,2799
MQ_A5-Weekday-072300_M8_3,12:55:00,401691,25,1,1,releaser,2798
MQ_A5-Weekday-076800_M8_2,12:48:00,403399,1,1,1,requester,3112
MQ_A5-Weekday-076800_M8_2,12:55:18,803105,3,2,2,requester,3113
MQ_A5-Weekday-076800_M8_2,13:22:34,404100,14,2,2,releaser,3113
MQ_A5-Weekday-076800_M8_2,13:40:00,401691,25,1,1,releaser,3112
MQ_A5-Weekday-085200_M8_3,14:12:00,403399,1,1,1,requester,3728
MQ_A5-Weekday-085200_M8_3,14:38:00,403317,10,2,2,requester,3729
MQ_A5-Weekday-085200_M8_3,15:04:00,401691,25,2,1,releaser,3728
MQ_A5-Weekday-085200_M8_3,15:04:00,401691,25,2,2,releaser,3729
MQ_A5-Weekday-087000_M8_7,14:30:00,404990,1,1,1,requester,3864
MQ_A5-Weekday-087000_M8_7,14:56:00,803115,21,1,1,releaser,3864
MQ_A5-Weekday-087700_M8_5,14:37:00,405054,1,1,1,requester,3906
MQ_A5-Weekday-087700_M8_5,15:09:00,903025,21,1,1,releaser,3906
MQ_A5-Weekday-092000_M8_8,15:20:00,401528,1,1,1,requester,4276
MQ_A5-Weekday-092000_M8_8,15:45:00,803177,22,1,1,releaser,4276
MQ_A5-Weekday-092400_M8_4,15:24:00,403399,1,1,1,requester,4310
MQ_A5-Weekday-092400_M8_4,15:31:18,803105,3,2,2,requester,4311
MQ_A5-Weekday-092400_M8_4,15:42:01,405006,6,3,3,requester,4314
MQ_A5-Weekday-092400_M8_4,15:47:46,405165,9,3,3,releaser,4314
MQ_A5-Weekday-092400_M8_4,15:51:00,403732,11,3,3,requester,4315
MQ_A5-Weekday-092400_M8_4,15:55:00,402033,12,3,2,releaser,4311
MQ_A5-Weekday-092400_M8_4,15:55:00,402033,12,3,3,releaser,4315
MQ_A5-Weekday-092400_M8_4,15:59:23,402036,15,2,2,requester,4312
MQ_A5-Weekday-092400_M8_4,16:02:22,402038,17,2,2,releaser,4312
MQ_A5-Weekday-092400_M8_4,16:07:00,402041,20,2,2,requester,4313
MQ_A5-Weekday-092400_M8_4,16:08:04,402042,21,2,2,releaser,4313
MQ_A5-Weekday-092400_M8_4,16:16:00,401691,25,1,1,releaser,4310
MQ_A5-Weekday-094800_M8_6,15:48:00,403399,1,1,1,requester,4567
MQ_A5-Weekday-094800_M8_6,16:07:08,405006,6,2,2,requester,4568
MQ_A5-Weekday-094800_M8_6,16:10:31,401169,8,3,3,requester,4569
MQ_A5-Weekday-094800_M8_6,16:21:00,402033,12,3,3,releaser,4569
MQ_A5-Weekday-094800_M8_6,16:23:34,404100,14,3,3,requester,4570
MQ_A5-Weekday-094800_M8_6,16:27:45,402038,17,3,2,releaser,4568
MQ_A5-Weekday-094800_M8_6,16:27:45,402038,17,3,3,releaser,4570
MQ_A5-Weekday-094800_M8_6,16:41:00,401691,25,1,1,releaser,4567
MQ_A5-Weekday-095000_M8_7,15:50:00,404990,1,1,1,requester,4581
MQ_A5-Weekday-095000_M8_7,16:16:00,803115,21,1,1,releaser,4581
MQ_A5-Weekday-097200_M8_5,16:12:00,405054,1,1,1,requester,4836
MQ_A5-Weekday-097200_M8_5,16:43:00,903025,21,1,1,releaser,4836
MQ_A5-Weekday-100000_M8_8,16:40:00,401528,1,1,1,requester,5124
MQ_A5-Weekday-100000_M8_8,17:04:00,803177,22,1,1,releaser,5124
MQ_A5-Weekday-103200_M8_7,17:12:00,400917,1,1,1,requester,5430
MQ_A5-Weekday-103200_M8_7,17:12:56,404132,2,2,2,requester,5431
MQ_A5-Weekday-103200_M8_7,17:29:43,402033,12,2,2,releaser,5431
MQ_A5-Weekday-103200_M8_7,17:36:00,803115,19,1,1,releaser,5430
MQ_A5-Weekday-105000_M8_5,17:30:00,405054,1,1,1,requester,5627
MQ_A5-Weekday-105000_M8_5,17:37:37,404977,5,2,2,requester,5628
MQ_A5-Weekday-105000_M8_5,17:44:02,404101,8,2,2,releaser,5628
MQ_A5-Weekday-105000_M8_5,17:47:00,401670,10,2,2,requester,5629
MQ_A5-Weekday-105000_M8_5,17:55:37,402095,17,2,2,releaser,5629
MQ_A5-Weekday-105000_M8_5,17:59:00,903025,21,1,1,releaser,5627
MQ_A5-Weekday-107500_M8_8,17:55:00,401528,1,1,1,requester,5880
MQ_A5-Weekday-107500_M8_8,18:19:00,803177,22,1,1,releaser,5880
MQ_A5-Weekday-108000_M8_6,18:00:00,403399,1,2,1,requester,5925
MQ_A5-Weekday-108000_M8_6,18:00:00,403399,1,2,2,requester,5926
MQ_A5-Weekday-108000_M8_6,18:31:52,402034,13,2,2,releaser,5926
MQ_A5-Weekday-108000_M8_6,18:49:00,401691,25,1,1,releaser,5925
MQ_A5-Weekday-111200_M8_7,18:32:00,400917,1,1,1,requester,6256
MQ_A5-Weekday-111200_M8_7,18:41:39,402029,9,2,2,requester,6257
MQ_A5-Weekday-111200_M8_7,18:43:00,401787,10,2,2,releaser,6257
MQ_A5-Weekday-111200_M8_7,18:46:06,402033,12,2,2,requester,6258
