trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
OH_A5-Weekday-002100_M101_3,0:21:00,402816,1,1,1,requester,36979
OH_A5-Weekday-002100_M101_3,0:45:00,903148,35,1,1,releaser,36979
OH_A5-Weekday-029300_M101_9,4:53:00,903341,1,1,1,requester,36984
OH_A5-Weekday-029300_M101_9,6:07:00,903148,78,1,1,releaser,36984
OH_A5-Weekday-030200_M101_16,5:02:00,404255,1,1,1,requester,36986
OH_A5-Weekday-030200_M101_16,5:33:00,903148,44,1,1,releaser,36986
OH_A5-Weekday-031600_M101_21,5:16:00,404255,1,1,1,requester,36988
OH_A5-Weekday-031600_M101_21,6:01:00,903282,54,1,1,releaser,36988
OH_A5-Weekday-032800_M101_25,5:28:00,404255,1,1,1,requester,36994
OH_A5-Weekday-032800_M101_25,6:17:00,903282,54,1,1,releaser,36994
OH_A5-Weekday-033700_M101_8,5:37:00,803154,1,1,1,requester,36995
OH_A5-Weekday-033700_M101_8,5:47:41,403417,8,2,2,requester,36996
OH_A5-Weekday-033700_M101_8,5:55:29,403419,17,2,2,releaser,36996
OH_A5-Weekday-033700_M101_8,6:02:00,403422,24,2,2,requester,36997
OH_A5-Weekday-033700_M101_8,6:07:56,403424,30,2,2,releaser,36997
OH_A5-Weekday-033700_M101_8,6:33:00,903282,55,1,1,releaser,36995
OH_A5-Weekday-034700_M101_22,5:47:00,400087,1,1,1,requester,37000
OH_A5-Weekday-034700_M101_22,6:00:46,401989,14,2,2,requester,37001
OH_A5-Weekday-034700_M101_22,6:10:44,403749,24,2,2,releaser,37001
OH_A5-Weekday-034700_M101_22,6:43:00,903148,57,1,1,releaser,37000
OH_A5-Weekday-035200_M101_36,5:52:00,404255,1,1,1,requester,37009
OH_A5-Weekday-035200_M101_36,6:45:00,903282,54,1,1,releaser,37009
OH_A5-Weekday-035700_M101_18,5:57:00,903341,1,1,1,requester,37012
OH_A5-Weekday-035700_M101_18,6:22:22,402645,20,2,2,requester,37013
OH_A5-Weekday-035700_M101_18,6:29:15,401459,25,3,3,requester,37014
OH_A5-Weekday-035700_M101_18,6:42:47,402662,34,3,3,releaser,37014
OH_A5-Weekday-035700_M101_18,6:44:00,404255,35,2,2,releaser,37013
OH_A5-Weekday-035700_M101_18,7:31:00,903148,50,1,1,releaser,37012
OH_A5-Weekday-036400_M101_40,6:04:00,404255,1,1,1,requester,37015
OH_A5-Weekday-036400_M101_40,6:57:00,903282,54,1,1,releaser,37015
OH_A5-Weekday-036500_M101_44,6:05:00,402816,1,1,1,requester,37016
OH_A5-Weekday-036500_M101_44,6:38:00,903148,35,1,1,releaser,37016
OH_A5-Weekday-037700_M101_23,6:17:00,903341,1,1,1,requester,37022
OH_A5-Weekday-037700_M101_23,7:59:00,903148,50,1,1,releaser,37022
OH_A5-Weekday-038600_M101_27,6:26:00,903341,1,1,1,requester,37034
OH_A5-Weekday-038600_M101_27,6:40:32,405070,12,2,2,requester,37035
OH_A5-Weekday-038600_M101_27,8:10:00,903148,50,2,1,releaser,37034
OH_A5-Weekday-038600_M101_27,8:10:00,903148,50,2,2,releaser,37035
OH_A5-Weekday-041000_M101_54,6:50:00,402816,1,1,1,requester,37061
OH_A5-Weekday-041000_M101_54,7:26:00,903148,13,1,1,releaser,37061
OH_A5-Weekday-041300_M101_39,6:53:00,903341,1,1,1,requester,37063
OH_A5-Weekday-041300_M101_39,7:14:03,402641,16,2,2,requester,37064
OH_A5-Weekday-041300_M101_39,7:26:03,401458,24,3,3,requester,37066
OH_A5-Weekday-041300_M101_39,7:33:12,402657,29,3,3,releaser,37066
OH_A5-Weekday-041300_M101_39,7:57:00,402816,38,2,2,releaser,37064
OH_A5-Weekday-041300_M101_39,8:05:32,403419,40,2,2,requester,37065
OH_A5-Weekday-041300_M101_39,8:27:00,403425,46,2,2,releaser,37065
OH_A5-Weekday-041300_M101_39,8:40:00,903148,50,1,1,releaser,37063
OH_A5-Weekday-044000_M101_16,7:20:00,903341,1,1,1,requester,37091
OH_A5-Weekday-044000_M101_16,7:36:21,405070,12,2,2,requester,37092
OH_A5-Weekday-044000_M101_16,7:59:29,402723,27,3,3,requester,37093
OH_A5-Weekday-044000_M101_16,8:17:47,403416,36,3,2,releaser,37092
OH_A5-Weekday-044000_M101_16,8:17:47,403416,36,3,3,releaser,37093
OH_A5-Weekday-044000_M101_16,9:17:00,903148,50,1,1,releaser,37091
OH_A5-Weekday-044100_M101_59,7:21:00,404255,1,1,1,requester,37096
OH_A5-Weekday-044100_M101_59,8:40:00,903282,54,1,1,releaser,37096
