trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
MQ_A5-Weekday-008400_M42_301,1:24:00,403249,1,1,1,requester,9
MQ_A5-Weekday-008400_M42_301,1:41:00,903082,16,1,1,releaser,9
MQ_A5-Weekday-012900_M42_301,2:09:00,403249,1,1,1,requester,21
MQ_A5-Weekday-012900_M42_301,2:26:00,903082,16,1,1,releaser,21
MQ_A5-Weekday-017400_M42_301,2:54:00,403249,1,1,1,requester,30
MQ_A5-Weekday-017400_M42_301,3:09:00,903082,16,1,1,releaser,30
MQ_A5-Weekday-021900_M42_301,3:39:00,403249,1,1,1,requester,41
MQ_A5-Weekday-021900_M42_301,3:54:00,903082,16,1,1,releaser,41
MQ_A5-Weekday-026400_M42_301,4:24:00,403249,1,1,1,requester,55
MQ_A5-Weekday-026400_M42_301,4:39:00,903082,16,1,1,releaser,55
MQ_A5-Weekday-030900_M42_301,5:09:00,403249,1,1,1,requester,87
MQ_A5-Weekday-030900_M42_301,5:24:00,903082,16,1,1,releaser,87
MQ_A5-Weekday-033900_M42_302,5:39:00,403249,1,1,1,requester,135
MQ_A5-Weekday-033900_M42_302,5:50:55,403259,10,2,2,requester,136
MQ_A5-Weekday-033900_M42_302,5:56:45,403486,14,2,2,releaser,136
MQ_A5-Weekday-033900_M42_302,5:59:00,903082,16,1,1,releaser,135
MQ_A5-Weekday-034500_M42_304,5:45:00,403354,1,1,1,requester,150
MQ_A5-Weekday-034500_M42_304,5:54:00,903082,8,1,1,releaser,150
MQ_A5-Weekday-035900_M42_303,5:59:00,403249,1,1,1,requester,174
MQ_A5-Weekday-035900_M42_303,6:10:00,403354,9,2,2,requester,175
MQ_A5-Weekday-035900_M42_303,6:15:40,401853,13,2,2,releaser,175
MQ_A5-Weekday-035900_M42_303,6:19:00,903082,16,1,1,releaser,174
MQ_A5-Weekday-037400_M42_305,6:14:00,403249,1,1,1,requester,230
MQ_A5-Weekday-037400_M42_305,6:25:00,403354,9,2,2,requester,231
MQ_A5-Weekday-037400_M42_305,6:29:15,401852,12,2,2,releaser,231
MQ_A5-Weekday-037400_M42_305,6:34:00,903082,16,1,1,releaser,230
MQ_A5-Weekday-038000_M42_307,6:20:00,403354,1,1,1,requester,251
MQ_A5-Weekday-038000_M42_307,6:29:00,903082,8,1,1,releaser,251
MQ_A5-Weekday-038400_M42_306,6:24:00,403249,1,1,1,requester,275
MQ_A5-Weekday-038400_M42_306,6:35:00,403354,9,2,2,requester,276
MQ_A5-Weekday-038400_M42_306,6:36:13,403259,10,3,3,requester,277
MQ_A5-Weekday-038400_M42_306,6:40:15,401852,12,3,3,releaser,277
MQ_A5-Weekday-038400_M42_306,6:41:40,401853,13,2,2,releaser,276
MQ_A5-Weekday-038400_M42_306,6:45:00,903082,16,1,1,releaser,275
MQ_A5-Weekday-039400_M42_304,6:34:00,403249,1,1,1,requester,304
MQ_A5-Weekday-039400_M42_304,6:40:00,904041,5,2,2,requester,305
MQ_A5-Weekday-039400_M42_304,6:46:00,403354,9,3,3,requester,306
MQ_A5-Weekday-039400_M42_304,6:52:40,401853,13,3,2,releaser,305
MQ_A5-Weekday-039400_M42_304,6:52:40,401853,13,3,3,releaser,306
MQ_A5-Weekday-039400_M42_304,6:56:00,903082,16,1,1,releaser,304
MQ_A5-Weekday-040400_M42_302,6:44:00,403249,1,1,1,requester,357
MQ_A5-Weekday-040400_M42_302,6:46:59,403252,3,2,2,requester,358
MQ_A5-Weekday-040400_M42_302,7:06:00,903082,16,2,1,releaser,357
MQ_A5-Weekday-040400_M42_302,7:06:00,903082,16,2,2,releaser,358
MQ_A5-Weekday-041400_M42_301,6:54:00,403249,1,1,1,requester,406
MQ_A5-Weekday-041400_M42_301,7:01:40,403805,6,2,2,requester,407
MQ_A5-Weekday-041400_M42_301,7:12:40,401853,13,2,2,releaser,407
MQ_A5-Weekday-041400_M42_301,7:16:00,903082,16,1,1,releaser,406
MQ_A5-Weekday-042400_M42_303,7:04:00,403249,1,1,1,requester,468
MQ_A5-Weekday-042400_M42_303,7:11:40,403805,6,2,2,requester,469
MQ_A5-Weekday-042400_M42_303,7:12:29,403257,7,3,3,requester,470
MQ_A5-Weekday-042400_M42_303,7:17:13,403259,10,3,2,releaser,469
MQ_A5-Weekday-042400_M42_303,7:17:13,403259,10,3,3,releaser,470
MQ_A5-Weekday-042400_M42_303,7:26:00,903082,16,1,1,releaser,468
MQ_A5-Weekday-043000_M42_309,7:10:00,403354,1,1,1,requester,518
MQ_A5-Weekday-043000_M42_309,7:11:13,403259,2,2,2,requester,519
MQ_A5-Weekday-043000_M42_309,7:17:45,403486,6,2,2,releaser,519
MQ_A5-Weekday-043000_M42_309,7:20:00,903082,8,1,1,releaser,518
MQ_A5-Weekday-043400_M42_307,7:14:00,403249,1,2,1,requester,556
MQ_A5-Weekday-043400_M42_307,7:14:00,403249,1,2,2,requester,557
MQ_A5-Weekday-043400_M42_307,7:26:00,403354,9,3,3,requester,558
MQ_A5-Weekday-043400_M42_307,7:33:45,403486,14,3,2,releaser,557
MQ_A5-Weekday-043400_M42_307,7:33:45,403486,14,3,3,releaser,558
MQ_A5-Weekday-043400_M42_307,7:36:00,903082,16,1,1,releaser,556
MQ_A5-Weekday-044300_M42_305,7:23:00,403249,1,1,1,requester,625
MQ_A5-Weekday-044300_M42_305,7:31:29,403257,7,2,2,requester,626
MQ_A5-Weekday-044300_M42_305,7:40:15,401852,12,2,2,releaser,626
MQ_A5-Weekday-044300_M42_305,7:45:00,903082,16,1,1,releaser,625
MQ_A5-Weekday-044900_M42_306,7:29:00,403249,1,1,1,requester,685
MQ_A5-Weekday-044900_M42_306,7:37:29,403257,7,2,2,requester,686
MQ_A5-Weekday-044900_M42_306,7:48:45,403486,14,2,2,releaser,686
MQ_A5-Weekday-044900_M42_306,7:51:00,903082,16,1,1,releaser,685
MQ_A5-Weekday-045500_M42_308,7:35:00,403249,1,1,1,requester,767
MQ_A5-Weekday-045500_M42_308,7:39:22,403253,4,2,2,requester,768
MQ_A5-Weekday-045500_M42_308,7:41:00,904041,5,2,2,releaser,768
MQ_A5-Weekday-045500_M42_308,7:47:00,403354,9,2,2,requester,769
MQ_A5-Weekday-045500_M42_308,7:53:40,401853,13,2,2,releaser,769
MQ_A5-Weekday-045500_M42_308,7:57:00,903082,16,1,1,releaser,767
MQ_A5-Weekday-046100_M42_304,7:41:00,403249,1,2,1,requester,809
MQ_A5-Weekday-046100_M42_304,7:41:00,403249,1,2,2,requester,810
MQ_A5-Weekday-046100_M42_304,8:00:45,403486,14,2,2,releaser,810
MQ_A5-Weekday-046100_M42_304,8:03:00,903082,16,1,1,releaser,809
MQ_A5-Weekday-046700_M42_310,7:47:00,403249,1,1,1,requester,869
MQ_A5-Weekday-046700_M42_310,7:48:30,403251,2,2,2,requester,870
MQ_A5-Weekday-046700_M42_310,8:06:45,403486,14,2,2,releaser,870
MQ_A5-Weekday-046700_M42_310,8:09:00,903082,16,1,1,releaser,869
MQ_A5-Weekday-047200_M42_302,7:52:00,403249,1,2,1,requester,906
MQ_A5-Weekday-047200_M42_302,7:52:00,403249,1,2,2,requester,907
MQ_A5-Weekday-047200_M42_302,8:11:45,403486,14,2,2,releaser,907
MQ_A5-Weekday-047200_M42_302,8:14:00,903082,16,1,1,releaser,906
MQ_A5-Weekday-048200_M42_301,8:02:00,403249,1,1,1,requester,1004
MQ_A5-Weekday-048200_M42_301,8:06:22,403253,4,2,2,requester,1005
MQ_A5-Weekday-048200_M42_301,8:14:00,403354,9,3,3,requester,1006
MQ_A5-Weekday-048200_M42_301,8:19:15,401852,12,3,2,releaser,1005
MQ_A5-Weekday-048200_M42_301,8:19:15,401852,12,3,3,releaser,1006
MQ_A5-Weekday-048200_M42_301,8:24:00,903082,16,1,1,releaser,1004
MQ_A5-Weekday-048700_M42_309,8:07:00,403249,1,1,1,requester,1047
