trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
MV_A5-Weekday-033000_M3_301,5:30:00,400397,1,1,1,requester,17796
MV_A5-Weekday-033000_M3_301,6:00:00,901342,31,1,1,releaser,17796
MV_A5-Weekday-036500_M3_307,6:05:00,400397,1,1,1,requester,17858
MV_A5-Weekday-036500_M3_307,6:35:00,901342,31,1,1,releaser,17858
MV_A5-Weekday-038500_M3_311,6:25:00,403267,1,1,1,requester,17904
MV_A5-Weekday-038500_M3_311,7:06:00,901342,40,1,1,releaser,17904
MV_A5-Weekday-039500_M3_303,6:35:00,405527,1,1,1,requester,17933
MV_A5-Weekday-039500_M3_303,6:52:13,400362,17,2,2,requester,17934
MV_A5-Weekday-039500_M3_303,8:01:36,405641,76,2,2,releaser,17934
MV_A5-Weekday-039500_M3_303,8:08:00,901342,80,1,1,releaser,17933
MV_A5-Weekday-040000_M3_313,6:40:00,403267,1,1,1,requester,17950
MV_A5-Weekday-040000_M3_313,7:24:00,901342,40,1,1,releaser,17950
MV_A5-Weekday-041000_M3_305,6:50:00,405527,1,1,1,requester,17980
MV_A5-Weekday-041000_M3_305,7:01:30,403457,12,2,2,requester,17981
MV_A5-Weekday-041000_M3_305,7:24:30,400037,30,2,2,releaser,17981
MV_A5-Weekday-041000_M3_305,8:33:00,901342,80,1,1,releaser,17980
MV_A5-Weekday-041500_M3_315,6:55:00,403267,1,1,1,requester,18011
MV_A5-Weekday-041500_M3_315,7:38:32,400423,33,2,2,requester,18012
MV_A5-Weekday-041500_M3_315,7:40:58,400426,35,2,2,releaser,18012
MV_A5-Weekday-041500_M3_315,7:48:00,901342,40,1,1,releaser,18011
MV_A5-Weekday-042500_M3_306,7:05:00,405527,1,1,1,requester,18059
MV_A5-Weekday-042500_M3_306,7:37:31,400362,17,2,2,requester,18060
MV_A5-Weekday-042500_M3_306,7:55:30,400037,30,2,2,releaser,18060
MV_A5-Weekday-042500_M3_306,8:44:21,404853,65,2,2,requester,18061
MV_A5-Weekday-042500_M3_306,8:53:41,400422,72,2,2,releaser,18061
MV_A5-Weekday-042500_M3_306,9:04:00,901342,80,1,1,releaser,18059
MV_A5-Weekday-044000_M3_309,7:20:00,405527,1,1,1,requester,18149
MV_A5-Weekday-044000_M3_309,8:19:20,400046,39,2,2,requester,18150
MV_A5-Weekday-044000_M3_309,8:29:21,400390,44,2,2,releaser,18150
MV_A5-Weekday-044000_M3_309,9:19:00,901342,80,1,1,releaser,18149
MV_A5-Weekday-044500_M3_318,7:25:00,403267,1,1,1,requester,18182
MV_A5-Weekday-044500_M3_318,7:49:36,400403,16,2,2,requester,18183
MV_A5-Weekday-044500_M3_318,7:59:19,402526,23,2,2,releaser,18183
MV_A5-Weekday-044500_M3_318,8:09:14,400419,30,2,2,requester,18184
MV_A5-Weekday-044500_M3_318,8:13:41,403976,34,2,2,releaser,18184
MV_A5-Weekday-044500_M3_318,8:22:00,901342,40,1,1,releaser,18182
MV_A5-Weekday-045500_M3_302,7:35:00,405527,1,1,1,requester,18244
MV_A5-Weekday-045500_M3_302,7:49:29,400352,9,2,2,requester,18245
MV_A5-Weekday-045500_M3_302,7:58:23,400561,13,2,2,releaser,18245
MV_A5-Weekday-045500_M3_302,9:34:00,901342,80,1,1,releaser,18244
MV_A5-Weekday-047000_M3_304,7:50:00,405527,1,1,1,requester,18332
MV_A5-Weekday-047000_M3_304,9:26:19,402526,63,2,2,requester,18333
MV_A5-Weekday-047000_M3_304,9:38:41,400422,72,2,2,releaser,18333
MV_A5-Weekday-047000_M3_304,9:49:00,901342,80,1,1,releaser,18332
MV_A5-Weekday-047200_M3_321,7:52:00,403267,1,1,1,requester,18349
