trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
OF_A5-Weekday-041800_M35_302,6:58:00,803026,1,1,1,requester,30867
OF_A5-Weekday-041800_M35_302,7:09:00,903075,12,1,1,releaser,30867
OF_A5-Weekday-045400_M35_302,7:34:00,803026,1,1,1,requester,30971
OF_A5-Weekday-045400_M35_302,7:47:00,903075,12,1,1,releaser,30971
OF_A5-Weekday-048800_M35_304,8:08:00,803026,1,2,1,requester,31109
OF_A5-Weekday-048800_M35_304,8:08:00,803026,1,2,2,requester,31110
OF_A5-Weekday-048800_M35_304,8:15:57,405015,8,2,2,releaser,31110
OF_A5-Weekday-048800_M35_304,8:21:00,903075,12,1,1,releaser,31109
OF_A5-Weekday-049800_M35_302,8:18:00,803026,1,1,1,requester,31155
OF_A5-Weekday-049800_M35_302,8:31:00,903075,12,1,1,releaser,31155
OF_A5-Weekday-052800_M35_304,8:48:00,803026,1,1,1,requester,31260
OF_A5-Weekday-052800_M35_304,8:49:44,803028,2,2,2,requester,31261
OF_A5-Weekday-052800_M35_304,9:01:00,903075,12,2,1,releaser,31260
OF_A5-Weekday-052800_M35_304,9:01:00,903075,12,2,2,releaser,31261
OF_A5-Weekday-056700_M35_304,9:27:00,803026,1,2,1,requester,31366
OF_A5-Weekday-056700_M35_304,9:27:00,803026,1,2,2,requester,31367
OF_A5-Weekday-056700_M35_304,9:39:00,903075,12,2,1,releaser,31366
OF_A5-Weekday-056700_M35_304,9:39:00,903075,12,2,2,releaser,31367
OF_A5-Weekday-060700_M35_304,10:07:00,803026,1,2,1,requester,31480
OF_A5-Weekday-060700_M35_304,10:07:00,803026,1,2,2,requester,31481
OF_A5-Weekday-060700_M35_304,10:18:00,903075,12,2,1,releaser,31480
OF_A5-Weekday-060700_M35_304,10:18:00,903075,12,2,2,releaser,31481
OF_A5-Weekday-061700_M35_302,10:17:00,803026,1,1,1,requester,31502
OF_A5-Weekday-061700_M35_302,10:28:00,903075,12,1,1,releaser,31502
OF_A5-Weekday-068700_M35_306,11:27:00,803026,1,1,1,requester,31661
OF_A5-Weekday-068700_M35_306,11:38:00,903075,12,1,1,releaser,31661
OF_A5-Weekday-072600_M35_301,12:06:00,405284,1,1,1,requester,31768
OF_A5-Weekday-072600_M35_301,12:57:01,400123,32,2,2,requester,31769
OF_A5-Weekday-072600_M35_301,13:02:07,400125,34,2,2,releaser,31769
OF_A5-Weekday-072600_M35_301,13:07:42,400128,37,2,2,requester,31770
