trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
MQ_A5-Weekday-036000_M9_51,6:00:00,405396,1,1,1,requester,187
MQ_A5-Weekday-036000_M9_51,6:14:32,403305,14,2,2,requester,188
MQ_A5-Weekday-036000_M9_51,6:16:55,403303,16,2,2,releaser,188
MQ_A5-Weekday-036000_M9_51,6:24:00,401206,21,2,2,requester,189
MQ_A5-Weekday-036000_M9_51,6:25:36,401208,23,2,2,releaser,189
MQ_A5-Weekday-036000_M9_51,6:40:00,803108,31,1,1,releaser,187
MQ_A5-Weekday-038000_M9_52,6:20:00,405396,1,1,1,requester,256
MQ_A5-Weekday-038000_M9_52,7:00:00,803108,31,1,1,releaser,256
MQ_A5-Weekday-039500_M9_53,6:35:00,405396,1,1,1,requester,315
MQ_A5-Weekday-039500_M9_53,7:14:00,803108,31,1,1,releaser,315
MQ_A5-Weekday-041000_M9_55,6:50:00,405396,1,1,1,requester,386
MQ_A5-Weekday-041000_M9_55,7:07:19,403304,15,2,2,requester,387
MQ_A5-Weekday-041000_M9_55,7:26:00,903282,27,2,2,releaser,387
MQ_A5-Weekday-041000_M9_55,7:34:00,803108,31,1,1,releaser,386
MQ_A5-Weekday-042000_M9_56,7:00:00,405396,1,1,1,requester,442
MQ_A5-Weekday-042000_M9_56,7:17:26,403305,14,2,2,requester,443
MQ_A5-Weekday-042000_M9_56,7:31:12,401208,23,2,2,releaser,443
MQ_A5-Weekday-042000_M9_56,7:48:00,803108,31,1,1,releaser,442
MQ_A5-Weekday-042800_M9_57,7:08:00,405396,1,1,1,requester,497
MQ_A5-Weekday-042800_M9_57,7:15:43,404264,6,2,2,requester,498
MQ_A5-Weekday-042800_M9_57,7:20:00,402057,10,3,3,requester,500
MQ_A5-Weekday-042800_M9_57,7:24:12,403306,13,3,2,releaser,498
MQ_A5-Weekday-042800_M9_57,7:24:12,403306,13,3,3,releaser,500
MQ_A5-Weekday-042800_M9_57,7:27:19,403304,15,4,2,requester,499
MQ_A5-Weekday-042800_M9_57,7:27:19,403304,15,4,3,requester,501
MQ_A5-Weekday-042800_M9_57,7:27:19,403304,15,4,4,requester,503
MQ_A5-Weekday-042800_M9_57,7:39:27,404287,22,4,3,releaser,501
MQ_A5-Weekday-042800_M9_57,7:39:27,404287,22,4,4,releaser,503
MQ_A5-Weekday-042800_M9_57,7:44:00,401210,25,4,3,requester,502
MQ_A5-Weekday-042800_M9_57,7:44:00,401210,25,4,4,requester,504
MQ_A5-Weekday-042800_M9_57,7:44:45,402870,26,4,4,releaser,504
MQ_A5-Weekday-042800_M9_57,7:49:00,903282,27,3,3,releaser,502
MQ_A5-Weekday-042800_M9_57,7:58:00,803108,31,2,1,releaser,497
MQ_A5-Weekday-042800_M9_57,7:58:00,803108,31,2,2,releaser,499
MQ_A5-Weekday-043600_M9_59,7:16:00,405396,1,1,1,requester,575
MQ_A5-Weekday-043600_M9_59,8:06:00,803108,31,1,1,releaser,575
MQ_A5-Weekday-044400_M9_54,7:24:00,405396,1,1,1,requester,631
MQ_A5-Weekday-044400_M9_54,7:41:53,403305,14,2,2,requester,632
MQ_A5-Weekday-044400_M9_54,8:01:00,401210,25,2,2,releaser,632
MQ_A5-Weekday-044400_M9_54,8:17:00,803108,31,1,1,releaser,631
MQ_A5-Weekday-045200_M9_60,7:32:00,405396,1,1,1,requester,726
MQ_A5-Weekday-045200_M9_60,7:49:53,403305,14,2,2,requester,727
MQ_A5-Weekday-045200_M9_60,8:09:45,402870,26,2,2,releaser,727
MQ_A5-Weekday-045200_M9_60,8:25:00,803108,31,1,1,releaser,726
MQ_A5-Weekday-046000_M9_51,7:40:00,405396,1,1,1,requester,802
MQ_A5-Weekday-046000_M9_51,7:53:44,401589,11,2,2,requester,803
MQ_A5-Weekday-046000_M9_51,8:17:45,402870,26,2,2,releaser,803
MQ_A5-Weekday-046000_M9_51,8:33:00,803108,31,1,1,releaser,802
MQ_A5-Weekday-046900_M9_62,7:49:00,405396,1,1,1,requester,884
MQ_A5-Weekday-046900_M9_62,7:54:42,405390,5,2,2,requester,885
MQ_A5-Weekday-046900_M9_62,8:09:32,403304,15,3,3,requester,886
MQ_A5-Weekday-046900_M9_62,8:15:00,401202,18,3,3,releaser,886
MQ_A5-Weekday-046900_M9_62,8:22:27,404287,22,3,3,requester,887
MQ_A5-Weekday-046900_M9_62,8:27:00,401210,25,3,3,releaser,887
MQ_A5-Weekday-046900_M9_62,8:34:47,903298,29,2,2,releaser,885
MQ_A5-Weekday-046900_M9_62,8:43:00,803108,31,1,1,releaser,884
MQ_A5-Weekday-047900_M9_58,7:59:00,405396,1,1,1,requester,970
MQ_A5-Weekday-047900_M9_58,8:04:42,405390,5,3,2,requester,971
MQ_A5-Weekday-047900_M9_58,8:04:42,405390,5,3,3,requester,972
MQ_A5-Weekday-047900_M9_58,8:42:00,903282,27,3,3,releaser,972
MQ_A5-Weekday-047900_M9_58,8:44:06,405386,28,2,2,releaser,971
MQ_A5-Weekday-047900_M9_58,8:53:00,803108,31,1,1,releaser,970
MQ_A5-Weekday-048900_M9_52,8:09:00,405396,1,1,1,requester,1079
MQ_A5-Weekday-048900_M9_52,8:22:52,401589,11,2,2,requester,1080
MQ_A5-Weekday-048900_M9_52,8:27:20,403305,14,3,3,requester,1081
MQ_A5-Weekday-048900_M9_52,8:32:44,402067,17,4,4,requester,1082
MQ_A5-Weekday-048900_M9_52,8:37:17,403319,19,4,4,releaser,1082
MQ_A5-Weekday-048900_M9_52,8:47:45,402870,26,3,3,releaser,1081
MQ_A5-Weekday-048900_M9_52,8:54:06,405386,28,2,2,releaser,1080
MQ_A5-Weekday-048900_M9_52,9:03:00,803108,31,1,1,releaser,1079
MQ_A5-Weekday-049900_M9_53,8:19:00,405396,1,1,1,requester,1205
MQ_A5-Weekday-049900_M9_53,8:34:30,403307,12,2,2,requester,1206
MQ_A5-Weekday-049900_M9_53,8:42:44,402067,17,3,3,requester,1207
MQ_A5-Weekday-049900_M9_53,8:48:38,403318,20,3,3,releaser,1207
MQ_A5-Weekday-049900_M9_53,8:57:45,402870,26,2,2,releaser,1206
MQ_A5-Weekday-049900_M9_53,9:13:00,803108,31,1,1,releaser,1205
MQ_A5-Weekday-050900_M9_61,8:29:00,405396,1,1,1,requester,1317
MQ_A5-Weekday-050900_M9_61,8:42:52,401589,11,3,2,requester,1318
MQ_A5-Weekday-050900_M9_61,8:42:52,401589,11,3,3,requester,1319
MQ_A5-Weekday-050900_M9_61,8:45:54,403306,13,3,3,releaser,1319
MQ_A5-Weekday-050900_M9_61,8:49:32,403304,15,4,3,requester,1320
MQ_A5-Weekday-050900_M9_61,8:49:32,403304,15,4,4,requester,1321
MQ_A5-Weekday-050900_M9_61,9:05:22,401209,24,4,2,releaser,1318
MQ_A5-Weekday-050900_M9_61,9:05:22,401209,24,4,3,releaser,1320
MQ_A5-Weekday-050900_M9_61,9:05:22,401209,24,4,4,releaser,1321
MQ_A5-Weekday-050900_M9_61,9:23:00,803108,31,1,1,releaser,1317
MQ_A5-Weekday-051900_M9_55,8:39:00,405396,1,1,1,requester,1440
MQ_A5-Weekday-051900_M9_55,8:52:52,401589,11,2,2,requester,1441
MQ_A5-Weekday-051900_M9_55,8:57:20,403305,14,3,3,requester,1442
MQ_A5-Weekday-051900_M9_55,9:13:44,401208,23,3,3,releaser,1442
MQ_A5-Weekday-051900_M9_55,9:17:45,402870,26,2,2,releaser,1441
MQ_A5-Weekday-051900_M9_55,9:33:00,803108,31,1,1,releaser,1440
MQ_A5-Weekday-053100_M9_56,8:51:00,405396,1,1,1,requester,1559
MQ_A5-Weekday-053100_M9_56,9:11:32,403304,15,2,2,requester,1560
MQ_A5-Weekday-053100_M9_56,9:29:00,401210,25,2,2,releaser,1560
MQ_A5-Weekday-053100_M9_56,9:45:00,803108,31,1,1,releaser,1559
MQ_A5-Weekday-054300_M9_57,9:03:00,405396,1,1,1,requester,1641
MQ_A5-Weekday-054300_M9_57,9:14:01,402056,9,2,2,requester,1642
MQ_A5-Weekday-054300_M9_57,9:18:30,403307,12,3,3,requester,1643
MQ_A5-Weekday-054300_M9_57,9:37:44,401208,23,3,3,releaser,1643
MQ_A5-Weekday-054300_M9_57,9:48:06,405386,28,2,2,releaser,1642
