trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
MV_A5-Weekday-027000_M116_701,4:30:00,404911,1,1,1,requester,17764
MV_A5-Weekday-027000_M116_701,4:47:00,803059,20,1,1,releaser,17764
MV_A5-Weekday-030000_M116_702,5:00:00,404911,1,1,1,requester,17773
MV_A5-Weekday-030000_M116_702,5:20:00,803059,20,1,1,releaser,17773
MV_A5-Weekday-032000_M116_701,5:20:00,404911,1,1,1,requester,17787
MV_A5-Weekday-032000_M116_701,5:40:00,803059,20,1,1,releaser,17787
MV_A5-Weekday-033500_M116_703,5:35:00,404911,1,1,1,requester,17799
MV_A5-Weekday-033500_M116_703,5:55:00,803059,20,1,1,releaser,17799
MV_A5-Weekday-034700_M116_704,5:47:00,404911,1,1,1,requester,17817
MV_A5-Weekday-034700_M116_704,6:07:00,803059,20,1,1,releaser,17817
MV_A5-Weekday-035700_M116_702,5:57:00,404911,1,1,1,requester,17840
MV_A5-Weekday-035700_M116_702,6:17:00,803059,20,1,1,releaser,17840
MV_A5-Weekday-036500_M116_705,6:05:00,404911,1,1,1,requester,17857
MV_A5-Weekday-036500_M116_705,6:25:00,803059,20,1,1,releaser,17857
MV_A5-Weekday-037300_M116_X01,6:13:00,404911,1,1,1,requester,17873
MV_A5-Weekday-037300_M116_X01,6:32:00,803059,20,1,1,releaser,17873
MV_A5-Weekday-038100_M116_701,6:21:00,404911,1,1,1,requester,17895
MV_A5-Weekday-038100_M116_701,6:43:00,803059,20,1,1,releaser,17895
MV_A5-Weekday-038800_M116_706,6:28:00,404911,1,1,1,requester,17914
MV_A5-Weekday-038800_M116_706,6:54:00,803059,20,1,1,releaser,17914
MV_A5-Weekday-039600_M116_703,6:36:00,404911,1,1,1,requester,17939
MV_A5-Weekday-039600_M116_703,7:02:00,803059,20,1,1,releaser,17939
MV_A5-Weekday-040300_M116_707,6:43:00,404911,1,1,1,requester,17959
MV_A5-Weekday-040300_M116_707,7:09:00,803059,20,1,1,releaser,17959
MV_A5-Weekday-041100_M116_708,6:51:00,404911,1,1,1,requester,17991
MV_A5-Weekday-041100_M116_708,7:17:00,803059,20,1,1,releaser,17991
MV_A5-Weekday-041800_M116_704,6:58:00,404911,1,1,1,requester,18026
MV_A5-Weekday-041800_M116_704,7:01:09,401038,4,2,2,requester,18027
MV_A5-Weekday-041800_M116_704,7:24:00,803059,20,2,1,releaser,18026
MV_A5-Weekday-041800_M116_704,7:24:00,803059,20,2,2,releaser,18027
MV_A5-Weekday-042600_M116_X02,7:06:00,404911,1,1,1,requester,18072
MV_A5-Weekday-042600_M116_X02,7:13:52,405092,7,2,2,requester,18073
MV_A5-Weekday-042600_M116_X02,7:17:00,401044,9,2,2,releaser,18073
MV_A5-Weekday-042600_M116_X02,7:23:06,401989,12,2,2,requester,18074
MV_A5-Weekday-042600_M116_X02,7:31:17,401729,18,2,2,releaser,18074
MV_A5-Weekday-042600_M116_X02,7:32:00,803059,20,1,1,releaser,18072
MV_A5-Weekday-043100_M116_702,7:11:00,404911,1,1,1,requester,18099
MV_A5-Weekday-043100_M116_702,7:40:00,803059,20,1,1,releaser,18099
MV_A5-Weekday-043600_M116_X03,7:16:00,404911,1,1,1,requester,18132
MV_A5-Weekday-043600_M116_X03,7:25:31,400394,8,2,2,requester,18133
MV_A5-Weekday-043600_M116_X03,7:39:31,401993,15,2,2,releaser,18133
MV_A5-Weekday-043600_M116_X03,7:45:00,803059,20,1,1,releaser,18132
MV_A5-Weekday-044200_M116_705,7:22:00,404911,1,1,1,requester,18158
MV_A5-Weekday-044200_M116_705,7:33:00,401044,9,2,2,requester,18159
MV_A5-Weekday-044200_M116_705,7:50:17,401729,18,2,2,releaser,18159
MV_A5-Weekday-044200_M116_705,7:51:00,803059,20,1,1,releaser,18158
MV_A5-Weekday-044700_M116_709,7:27:00,404911,1,1,1,requester,18204
MV_A5-Weekday-044700_M116_709,7:31:47,401039,5,2,2,requester,18205
MV_A5-Weekday-044700_M116_709,7:36:31,400394,8,2,2,releaser,18205
MV_A5-Weekday-044700_M116_709,7:40:07,401045,10,3,2,requester,18206
MV_A5-Weekday-044700_M116_709,7:40:07,401045,10,3,3,requester,18207
MV_A5-Weekday-044700_M116_709,7:48:29,401992,14,3,3,releaser,18207
MV_A5-Weekday-044700_M116_709,7:50:31,401993,15,2,2,releaser,18206
MV_A5-Weekday-044700_M116_709,7:56:00,803059,20,1,1,releaser,18204
MV_A5-Weekday-045200_M116_X01,7:32:00,404911,1,1,1,requester,18232
MV_A5-Weekday-045200_M116_X01,8:01:00,803059,20,1,1,releaser,18232
MV_A5-Weekday-045700_M116_710,7:37:00,404911,1,1,1,requester,18264
MV_A5-Weekday-045700_M116_710,7:46:31,400394,8,2,2,requester,18265
MV_A5-Weekday-045700_M116_710,8:00:31,401993,15,2,2,releaser,18265
MV_A5-Weekday-045700_M116_710,8:06:00,803059,20,1,1,releaser,18264
MV_A5-Weekday-046200_M116_701,7:42:00,404911,1,1,1,requester,18287
MV_A5-Weekday-046200_M116_701,8:11:00,803059,20,1,1,releaser,18287
MV_A5-Weekday-046800_M116_706,7:48:00,404911,1,1,1,requester,18318
MV_A5-Weekday-046800_M116_706,8:17:00,803059,20,1,1,releaser,18318
MV_A5-Weekday-047400_M116_711,7:54:00,404911,1,1,1,requester,18355
MV_A5-Weekday-047400_M116_711,8:09:00,401988,11,2,2,requester,18356
MV_A5-Weekday-047400_M116_711,8:15:29,401992,14,2,2,releaser,18356
MV_A5-Weekday-047400_M116_711,8:23:00,803059,20,1,1,releaser,18355
MV_A5-Weekday-048000_M116_703,8:00:00,404911,1,1,1,requester,18390
MV_A5-Weekday-048000_M116_703,8:29:00,803059,20,1,1,releaser,18390
MV_A5-Weekday-048800_M116_707,8:08:00,404911,1,1,1,requester,18440
MV_A5-Weekday-048800_M116_707,8:15:52,405092,7,2,2,requester,18441
MV_A5-Weekday-048800_M116_707,8:23:00,401988,11,3,3,requester,18442
MV_A5-Weekday-048800_M116_707,8:25:06,401989,12,3,3,releaser,18442
MV_A5-Weekday-048800_M116_707,8:33:09,401994,16,2,2,releaser,18441
MV_A5-Weekday-048800_M116_707,8:37:00,803059,20,1,1,releaser,18440
MV_A5-Weekday-049600_M116_708,8:16:00,404911,1,1,1,requester,18490
MV_A5-Weekday-049600_M116_708,8:23:52,405092,7,2,2,requester,18491
MV_A5-Weekday-049600_M116_708,8:35:00,401990,13,2,2,releaser,18491
