trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
OF_A5-Weekday-040600_M35_302,6:46:00,402458,1,1,1,requester,30825
OF_A5-Weekday-040600_M35_302,6:58:00,803034,11,1,1,releaser,30825
OF_A5-Weekday-044200_M35_302,7:22:00,402458,1,1,1,requester,30927
OF_A5-Weekday-044200_M35_302,7:34:00,803034,11,1,1,releaser,30927
OF_A5-Weekday-047600_M35_304,7:56:00,402458,1,1,1,requester,31062
OF_A5-Weekday-047600_M35_304,8:08:00,803034,11,1,1,releaser,31062
OF_A5-Weekday-048600_M35_302,8:06:00,402458,1,1,1,requester,31104
OF_A5-Weekday-048600_M35_302,8:18:00,803034,11,1,1,releaser,31104
OF_A5-Weekday-049600_M35_303,8:16:00,402458,1,2,1,requester,31143
OF_A5-Weekday-049600_M35_303,8:16:00,402458,1,2,2,requester,31144
OF_A5-Weekday-049600_M35_303,8:28:00,803034,11,2,1,releaser,31143
OF_A5-Weekday-049600_M35_303,8:28:00,803034,11,2,2,releaser,31144
OF_A5-Weekday-051600_M35_304,8:36:00,402458,1,1,1,requester,31213
OF_A5-Weekday-051600_M35_304,8:36:36,402460,2,2,2,requester,31214
OF_A5-Weekday-051600_M35_304,8:41:19,405140,5,2,2,releaser,31214
OF_A5-Weekday-051600_M35_304,8:48:00,803034,11,1,1,releaser,31213
OF_A5-Weekday-055600_M35_304,9:16:00,402458,1,2,1,requester,31340
OF_A5-Weekday-055600_M35_304,9:16:00,402458,1,2,2,requester,31341
OF_A5-Weekday-055600_M35_304,9:20:26,405140,5,2,2,releaser,31341
OF_A5-Weekday-055600_M35_304,9:24:32,803239,8,2,2,requester,31342
OF_A5-Weekday-055600_M35_304,9:27:00,803034,11,2,1,releaser,31340
OF_A5-Weekday-055600_M35_304,9:27:00,803034,11,2,2,releaser,31342
OF_A5-Weekday-059600_M35_304,9:56:00,402458,1,1,1,requester,31442
OF_A5-Weekday-059600_M35_304,10:07:00,803034,11,1,1,releaser,31442
OF_A5-Weekday-060600_M35_302,10:06:00,402458,1,1,1,requester,31477
OF_A5-Weekday-060600_M35_302,10:17:00,803034,11,1,1,releaser,31477
OF_A5-Weekday-067600_M35_306,11:16:00,402458,1,1,1,requester,31639
OF_A5-Weekday-067600_M35_306,11:27:00,803034,11,1,1,releaser,31639
OF_A5-Weekday-071800_M35_306,11:58:00,402458,1,3,1,requester,31742
OF_A5-Weekday-071800_M35_306,11:58:00,402458,1,3,2,requester,31743
OF_A5-Weekday-071800_M35_306,11:58:00,402458,1,3,3,requester,31744
OF_A5-Weekday-071800_M35_306,12:09:00,803034,11,3,1,releaser,31742
OF_A5-Weekday-071800_M35_306,12:09:00,803034,11,3,2,releaser,31743
OF_A5-Weekday-071800_M35_306,12:09:00,803034,11,3,3,releaser,31744
