trip_id,route,direction,stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,1,6:00:00,6:00:00,405506,4.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,2,6:02:00,6:02:00,400518,3.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,3,6:02:57,6:02:57,400519,3.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,4,6:03:33,6:03:33,400323,2.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,5,6:04:23,6:04:23,400324,7.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,6,6:04:53,6:04:53,400325,7.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,7,6:05:23,6:05:23,400326,5.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,8,6:06:11,6:06:11,400327,8.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,9,6:07:00,6:07:00,400329,9.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,10,6:07:49,6:07:49,400330,9.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,11,6:08:36,6:08:36,400331,9.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,12,6:09:29,6:09:29,402857,3.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,13,6:10:03,6:10:03,400333,4.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,14,6:10:37,6:10:37,400334,9.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,15,6:11:12,6:11:12,400335,9.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,16,6:11:41,6:11:41,400336,4.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,17,6:12:21,6:12:21,400337,10.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,18,6:12:59,6:12:59,400153,4.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,19,6:13:52,6:13:52,400154,10.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,20,6:14:28,6:14:28,400155,10.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,21,6:15:00,6:15:00,403311,10.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,22,6:15:31,6:15:31,404916,4.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,23,6:16:04,6:16:04,400157,3.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,24,6:17:05,6:17:05,400159,10.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,25,6:18:00,6:18:00,405266,10.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,26,6:18:39,6:18:39,405377,4.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,27,6:19:58,6:19:58,405230,9.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,28,6:20:33,6:20:33,404224,9.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,29,6:21:18,6:21:18,400166,9.0,1
MQ_A5-Weekday-SDon-036000_M55_401,M55,d1,30,6:21:43,6:21:43,404225,3.0,1
