trip_id,arrival_time,stop_id,stop_sequence,Required_Pods,pod_id,label,Node_id
OF_A5-Weekday-003000_M7_201,0:30:00,400087,1,1,1,requester,30689
OF_A5-Weekday-003000_M7_201,1:11:00,903325,57,1,1,releaser,30689
OF_A5-Weekday-010000_M7_201,1:40:00,405579,1,1,1,requester,30690
OF_A5-Weekday-010000_M7_201,2:21:00,803003,63,1,1,releaser,30690
OF_A5-Weekday-010000_M7_202,1:40:00,400087,1,1,1,requester,30691
OF_A5-Weekday-010000_M7_202,2:19:00,903325,57,1,1,releaser,30691
OF_A5-Weekday-016000_M7_201,2:40:00,400087,1,1,1,requester,30692
OF_A5-Weekday-016000_M7_201,3:19:00,903325,57,1,1,releaser,30692
OF_A5-Weekday-016000_M7_202,2:40:00,405579,1,1,1,requester,30693
OF_A5-Weekday-016000_M7_202,3:18:00,803003,63,1,1,releaser,30693
OF_A5-Weekday-022000_M7_201,3:40:00,405579,1,1,1,requester,30694
OF_A5-Weekday-022000_M7_201,4:18:00,803003,63,1,1,releaser,30694
OF_A5-Weekday-022000_M7_202,3:40:00,400087,1,1,1,requester,30695
OF_A5-Weekday-022000_M7_202,4:19:00,903325,57,1,1,releaser,30695
OF_A5-Weekday-027000_M7_203,4:30:00,400087,1,1,1,requester,30698
OF_A5-Weekday-027000_M7_203,5:09:00,903325,57,1,1,releaser,30698
OF_A5-Weekday-028000_M7_202,4:40:00,405579,1,1,1,requester,30699
OF_A5-Weekday-028000_M7_202,5:22:00,803003,63,1,1,releaser,30699
OF_A5-Weekday-030000_M7_201,5:00:00,400087,1,1,1,requester,30703
OF_A5-Weekday-030000_M7_201,5:44:00,903325,57,1,1,releaser,30703
OF_A5-Weekday-032000_M7_204,5:20:00,400087,1,1,1,requester,30711
OF_A5-Weekday-032000_M7_204,6:04:00,903325,57,1,1,releaser,30711
OF_A5-Weekday-033000_M7_203,5:30:00,405579,1,1,1,requester,30716
OF_A5-Weekday-033000_M7_203,6:17:00,803003,63,1,1,releaser,30716
OF_A5-Weekday-033500_M7_205,5:35:00,400087,1,1,1,requester,30718
OF_A5-Weekday-033500_M7_205,6:19:00,903325,57,1,1,releaser,30718
OF_A5-Weekday-035000_M7_206,5:50:00,400087,1,1,1,requester,30733
OF_A5-Weekday-035000_M7_206,6:34:00,903325,57,1,1,releaser,30733
OF_A5-Weekday-035900_M7_207,5:59:00,400087,1,1,1,requester,30742
OF_A5-Weekday-035900_M7_207,6:20:25,401091,27,2,2,requester,30743
OF_A5-Weekday-035900_M7_207,6:21:21,401092,28,2,2,releaser,30743
OF_A5-Weekday-035900_M7_207,6:44:00,903325,57,1,1,releaser,30742
OF_A5-Weekday-036000_M7_201,6:00:00,405579,1,1,1,requester,30745
OF_A5-Weekday-036000_M7_201,7:00:00,803003,63,1,1,releaser,30745
OF_A5-Weekday-036700_M7_208,6:07:00,400087,1,1,1,requester,30755
OF_A5-Weekday-036700_M7_208,6:55:00,903325,57,1,1,releaser,30755
OF_A5-Weekday-037500_M7_202,6:15:00,400087,1,1,1,requester,30767
OF_A5-Weekday-037500_M7_202,7:08:00,903325,57,1,1,releaser,30767
OF_A5-Weekday-038000_M7_204,6:20:00,405579,1,1,1,requester,30779
OF_A5-Weekday-038000_M7_204,7:22:00,803003,63,1,1,releaser,30779
OF_A5-Weekday-038300_M7_209,6:23:00,400087,1,1,1,requester,30780
OF_A5-Weekday-038300_M7_209,7:20:00,903325,57,1,1,releaser,30780
OF_A5-Weekday-039300_M7_203,6:33:00,400087,1,1,1,requester,30799
OF_A5-Weekday-039300_M7_203,7:32:00,903325,57,1,1,releaser,30799
OF_A5-Weekday-039500_M7_205,6:35:00,405579,1,1,1,requester,30800
OF_A5-Weekday-039500_M7_205,7:40:00,803003,63,1,1,releaser,30800
OF_A5-Weekday-040300_M7_210,6:43:00,400087,1,1,1,requester,30822
OF_A5-Weekday-040300_M7_210,7:49:00,903325,57,1,1,releaser,30822
OF_A5-Weekday-041000_M7_206,6:50:00,405579,1,1,1,requester,30837
OF_A5-Weekday-041000_M7_206,7:39:06,401045,48,2,2,requester,30838
OF_A5-Weekday-041000_M7_206,7:41:00,404341,49,3,3,requester,30839
OF_A5-Weekday-041000_M7_206,7:44:16,404333,51,4,4,requester,30840
OF_A5-Weekday-041000_M7_206,7:49:08,405014,55,4,4,releaser,30840
OF_A5-Weekday-041000_M7_206,7:51:25,401056,57,3,2,releaser,30838
