trip_id,route,direction,stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,1,9:31:00,9:31:00,403997,2.0,1
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,2,9:32:40,9:32:40,403503,13.0,1
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,3,9:34:20,9:34:20,403504,13.0,1
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,4,9:35:29,9:35:29,403505,11.0,2
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,5,9:37:00,9:37:00,403506,21.0,2
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,6,9:39:15,9:39:15,403508,21.0,2
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,7,9:41:00,9:41:00,404122,21.0,2
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,8,9:46:06,9:46:06,403510,16.0,1
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,9,9:47:15,9:47:15,403779,9.0,1
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,10,9:47:55,9:47:55,403512,12.0,1
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,11,9:48:58,9:48:58,403513,12.0,1
MQ_A5-Weekday-SDon-057100_M66_511,M66,d1,12,9:50:00,9:50:00,803057,12.0,1
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,1,15:53:00,15:53:00,403997,35.0,3
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,2,15:54:56,15:54:56,403503,17.0,3
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,3,15:56:53,15:56:53,403504,13.0,2
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,4,15:58:14,15:58:14,403505,17.0,3
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,5,16:00:00,16:00:00,403506,44.0,3
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,6,16:02:49,16:02:49,403508,29.0,4
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,7,16:05:00,16:05:00,404122,53.0,4
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,8,16:11:48,16:11:48,403510,29.0,2
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,9,16:13:20,16:13:20,403779,29.0,2
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,10,16:14:14,16:14:14,403512,4.0,2
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,11,16:15:37,16:15:37,403513,31.0,2
MQ_A5-Weekday-SDon-095300_M66_507,M66,d1,12,16:17:00,16:17:00,803057,31.0,2
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,1,23:04:00,23:04:00,403997,11.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,2,23:05:06,23:05:06,403503,12.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,3,23:06:13,23:06:13,403504,12.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,4,23:06:59,23:06:59,403505,12.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,5,23:08:00,23:08:00,403506,9.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,6,23:09:41,23:09:41,403508,10.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,7,23:11:00,23:11:00,404122,13.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,8,23:14:24,23:14:24,403510,13.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,9,23:15:10,23:15:10,403779,3.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,10,23:15:37,23:15:37,403512,3.0,1
MQ_A5-Weekday-SDon-138400_M66_523,M66,d1,11,23:16:19,23:16:19,403513,3.0,1
