trip_id,route,direction,stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
MQ_A5-Weekday-109000_SB79_657,SB79,d1,1,18:10:00,18:10:00,401880,21.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,2,18:11:40,18:11:40,401881,33.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,3,18:12:47,18:12:47,401882,33.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,4,18:15:00,18:15:00,401883,41.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,5,18:16:41,18:16:41,401884,37.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,6,18:17:44,18:17:44,404860,37.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,7,18:19:45,18:19:45,401887,43.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,8,18:21:00,18:21:00,403989,43.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,9,18:23:42,18:23:42,401889,45.0,3
MQ_A5-Weekday-109000_SB79_657,SB79,d1,10,18:26:28,18:26:28,401890,26.0,2
MQ_A5-Weekday-109000_SB79_657,SB79,d1,11,18:28:02,18:28:02,404838,13.0,2
MQ_A5-Weekday-109000_SB79_657,SB79,d1,12,18:29:50,18:29:50,403733,20.0,2
MQ_A5-Weekday-109000_SB79_657,SB79,d1,13,18:31:00,18:31:00,401893,20.0,2
MQ_A5-Weekday-109000_SB79_657,SB79,d1,14,18:43:00,18:43:00,903286,20.0,2
MQ_A5-Weekday-095000_SB79_669,SB79,d1,1,15:50:00,15:50:00,401880,18.0,2
MQ_A5-Weekday-095000_SB79_669,SB79,d1,2,15:51:59,15:51:59,401881,18.0,2
MQ_A5-Weekday-095000_SB79_669,SB79,d1,3,15:53:17,15:53:17,401882,18.0,2
MQ_A5-Weekday-095000_SB79_669,SB79,d1,4,15:55:54,15:55:54,401883,23.0,2
MQ_A5-Weekday-095000_SB79_669,SB79,d1,5,15:57:54,15:57:54,401884,23.0,2
MQ_A5-Weekday-095000_SB79_669,SB79,d1,6,15:59:09,15:59:09,404860,23.0,4
MQ_A5-Weekday-095000_SB79_669,SB79,d1,7,16:01:31,16:01:31,401887,57.0,4
MQ_A5-Weekday-095000_SB79_669,SB79,d1,8,16:03:00,16:03:00,403989,57.0,4
MQ_A5-Weekday-095000_SB79_669,SB79,d1,9,16:05:42,16:05:42,401889,57.0,4
MQ_A5-Weekday-095000_SB79_669,SB79,d1,10,16:08:28,16:08:28,401890,57.0,4
MQ_A5-Weekday-095000_SB79_669,SB79,d1,11,16:10:02,16:10:02,404838,43.0,3
MQ_A5-Weekday-095000_SB79_669,SB79,d1,12,16:11:50,16:11:50,403733,43.0,3
MQ_A5-Weekday-095000_SB79_669,SB79,d1,13,16:13:00,16:13:00,401893,2.0,1
MQ_A5-Weekday-095000_SB79_669,SB79,d1,14,16:25:00,16:25:00,903286,2.0,1
MQ_A5-Weekday-049100_SB79_651,SB79,d1,1,8:11:00,8:11:00,401880,6.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,2,8:12:40,8:12:40,401881,29.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,3,8:13:47,8:13:47,401882,29.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,4,8:16:00,8:16:00,401883,29.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,5,8:17:41,8:17:41,401884,29.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,6,8:18:44,8:18:44,404860,19.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,7,8:20:45,8:20:45,401887,19.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,8,8:22:00,8:22:00,403989,19.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,9,8:24:26,8:24:26,401889,19.0,2
MQ_A5-Weekday-049100_SB79_651,SB79,d1,10,8:26:55,8:26:55,401890,6.0,1
MQ_A5-Weekday-049100_SB79_651,SB79,d1,11,8:28:20,8:28:20,404838,6.0,1
MQ_A5-Weekday-049100_SB79_651,SB79,d1,12,8:29:57,8:29:57,403733,1.0,1
MQ_A5-Weekday-049100_SB79_651,SB79,d1,13,8:31:00,8:31:00,401893,1.0,1
MQ_A5-Weekday-049100_SB79_651,SB79,d1,14,8:43:00,8:43:00,903286,1.0,1
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,1,10:03:00,10:03:00,401880,8.0,1
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,2,10:04:40,10:04:40,401881,15.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,3,10:05:47,10:05:47,401882,17.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,4,10:08:00,10:08:00,401883,18.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,5,10:09:41,10:09:41,401884,28.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,6,10:10:44,10:10:44,404860,28.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,7,10:12:45,10:12:45,401887,28.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,8,10:14:00,10:14:00,403989,26.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,9,10:16:26,10:16:26,401889,26.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,10,10:18:55,10:18:55,401890,18.0,2
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,11,10:20:20,10:20:20,404838,15.0,1
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,12,10:21:57,10:21:57,403733,9.0,1
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,13,10:23:00,10:23:00,401893,9.0,1
MQ_A5-Weekday-SDon-060300_SB79_658,SB79,d1,14,10:33:00,10:33:00,903286,9.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,1,13:06:00,13:06:00,401880,2.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,2,13:07:49,13:07:49,401881,16.0,2
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,3,13:09:02,13:09:02,401882,29.0,2
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,4,13:11:27,13:11:27,401883,14.0,2
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,5,13:13:18,13:13:18,401884,17.0,2
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,6,13:14:26,13:14:26,404860,12.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,7,13:16:38,13:16:38,401887,15.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,8,13:18:00,13:18:00,403989,15.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,9,13:20:26,13:20:26,401889,7.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,10,13:22:55,13:22:55,401890,7.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,11,13:24:20,13:24:20,404838,7.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,12,13:25:57,13:25:57,403733,8.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,13,13:27:00,13:27:00,401893,8.0,1
MQ_A5-Weekday-SDon-078600_SB79_659,SB79,d1,14,13:37:00,13:37:00,903286,8.0,1
MQ_A5-Weekday-098000_SB79_663,SB79,d1,1,16:20:00,16:20:00,401880,15.0,5
MQ_A5-Weekday-098000_SB79_663,SB79,d1,2,16:21:40,16:21:40,401881,77.0,5
MQ_A5-Weekday-098000_SB79_663,SB79,d1,3,16:22:47,16:22:47,401882,77.0,5
MQ_A5-Weekday-098000_SB79_663,SB79,d1,4,16:25:00,16:25:00,401883,77.0,5
MQ_A5-Weekday-098000_SB79_663,SB79,d1,5,16:26:41,16:26:41,401884,77.0,5
MQ_A5-Weekday-098000_SB79_663,SB79,d1,6,16:27:44,16:27:44,404860,77.0,5
MQ_A5-Weekday-098000_SB79_663,SB79,d1,7,16:29:45,16:29:45,401887,77.0,5
MQ_A5-Weekday-098000_SB79_663,SB79,d1,8,16:31:00,16:31:00,403989,53.0,4
MQ_A5-Weekday-098000_SB79_663,SB79,d1,9,16:33:42,16:33:42,401889,53.0,4
MQ_A5-Weekday-098000_SB79_663,SB79,d1,10,16:36:28,16:36:28,401890,53.0,4
MQ_A5-Weekday-098000_SB79_663,SB79,d1,11,16:38:02,16:38:02,404838,53.0,4
MQ_A5-Weekday-098000_SB79_663,SB79,d1,12,16:39:50,16:39:50,403733,45.0,3
MQ_A5-Weekday-098000_SB79_663,SB79,d1,13,16:41:00,16:41:00,401893,45.0,3
MQ_A5-Weekday-098000_SB79_663,SB79,d1,14,16:53:00,16:53:00,903286,45.0,3
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,1,8:23:00,8:23:00,401880,62.0,5
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,2,8:24:40,8:24:40,401881,78.0,5
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,3,8:25:47,8:25:47,401882,78.0,6
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,4,8:28:00,8:28:00,401883,88.0,6
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,5,8:29:41,8:29:41,401884,92.0,6
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,6,8:30:44,8:30:44,404860,79.0,5
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,7,8:32:45,8:32:45,401887,38.0,5
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,8,8:34:00,8:34:00,403989,70.0,5
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,9,8:36:26,8:36:26,401889,9.0,1
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,10,8:38:55,8:38:55,401890,9.0,3
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,11,8:40:20,8:40:20,404838,38.0,3
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,12,8:41:57,8:41:57,403733,26.0,2
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,13,8:43:00,8:43:00,401893,26.0,2
MQ_A5-Weekday-SDon-050300_SB79_652,SB79,d1,14,8:55:00,8:55:00,903286,26.0,2
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,1,17:15:00,17:15:00,401880,28.0,3
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,2,17:16:40,17:16:40,401881,33.0,3
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,3,17:17:47,17:17:47,401882,48.0,3
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,4,17:20:00,17:20:00,401883,37.0,4
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,5,17:21:41,17:21:41,401884,60.0,4
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,6,17:22:44,17:22:44,404860,51.0,4
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,7,17:24:45,17:24:45,401887,51.0,4
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,8,17:26:00,17:26:00,403989,51.0,4
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,9,17:28:42,17:28:42,401889,51.0,4
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,10,17:31:28,17:31:28,401890,28.0,2
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,11,17:33:02,17:33:02,404838,14.0,1
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,12,17:34:50,17:34:50,403733,15.0,1
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,13,17:36:00,17:36:00,401893,14.0,1
MQ_A5-Weekday-SDon-103500_SB79_658,SB79,d1,14,17:48:00,17:48:00,903286,14.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,1,5:42:00,5:42:00,401880,2.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,2,5:43:04,5:43:04,401881,2.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,3,5:43:46,5:43:46,401882,5.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,4,5:45:11,5:45:11,401883,6.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,5,5:46:15,5:46:15,401884,3.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,6,5:46:55,5:46:55,404860,8.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,7,5:48:12,5:48:12,401887,8.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,8,5:49:00,5:49:00,403989,7.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,9,5:50:54,5:50:54,401889,1.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,10,5:52:49,5:52:49,401890,1.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,11,5:53:56,5:53:56,404838,1.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,12,5:55:11,5:55:11,403733,1.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,13,5:56:00,5:56:00,401893,1.0,1
MQ_A5-Weekday-SDon-034200_SB79_653,SB79,d1,14,6:06:00,6:06:00,903286,1.0,1
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,1,11:36:00,11:36:00,401880,6.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,2,11:37:40,11:37:40,401881,20.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,3,11:38:47,11:38:47,401882,25.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,4,11:41:00,11:41:00,401883,26.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,5,11:42:41,11:42:41,401884,11.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,6,11:43:44,11:43:44,404860,25.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,7,11:45:45,11:45:45,401887,22.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,8,11:47:00,11:47:00,403989,8.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,9,11:49:26,11:49:26,401889,23.0,2
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,10,11:51:55,11:51:55,401890,14.0,1
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,11,11:53:20,11:53:20,404838,10.0,1
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,12,11:54:57,11:54:57,403733,8.0,1
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,13,11:56:00,11:56:00,401893,2.0,1
MQ_A5-Weekday-SDon-069600_SB79_662,SB79,d1,14,12:06:00,12:06:00,903286,2.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,1,23:16:00,23:16:00,401880,4.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,2,23:17:13,23:17:13,401881,4.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,3,23:18:01,23:18:01,401882,4.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,4,23:19:38,23:19:38,401883,9.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,5,23:20:52,23:20:52,401884,12.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,6,23:21:38,23:21:38,404860,15.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,7,23:23:05,23:23:05,401887,15.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,8,23:24:00,23:24:00,403989,15.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,9,23:25:54,23:25:54,401889,15.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,10,23:27:49,23:27:49,401890,15.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,11,23:28:56,23:28:56,404838,11.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,12,23:30:11,23:30:11,403733,6.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,13,23:31:00,23:31:00,401893,6.0,1
MQ_A5-Weekday-139600_SB79_672,SB79,d1,14,23:41:00,23:41:00,903286,6.0,1
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,1,9:51:00,9:51:00,401880,4.0,2
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,2,9:52:40,9:52:40,401881,28.0,2
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,3,9:53:47,9:53:47,401882,28.0,2
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,4,9:56:00,9:56:00,401883,31.0,3
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,5,9:57:41,9:57:41,401884,33.0,3
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,6,9:58:44,9:58:44,404860,33.0,3
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,7,10:00:45,10:00:45,401887,27.0,2
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,8,10:02:00,10:02:00,403989,27.0,2
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,9,10:04:26,10:04:26,401889,27.0,2
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,10,10:06:55,10:06:55,401890,22.0,2
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,11,10:08:20,10:08:20,404838,17.0,2
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,12,10:09:57,10:09:57,403733,7.0,1
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,13,10:11:00,10:11:00,401893,5.0,1
MQ_A5-Weekday-SDon-059100_SB79_657,SB79,d1,14,10:21:00,10:21:00,903286,5.0,1
MQ_A5-Weekday-SDon-088700_SB79_666,SB79,d1,1,14:47:00,14:47:00,401880,37.0,3
MQ_A5-Weekday-SDon-088700_SB79_666,SB79,d1,2,14:48:59,14:48:59,401881,37.0,3
MQ_A5-Weekday-SDon-088700_SB79_666,SB79,d1,3,14:50:17,14:50:17,401882,37.0,3
MQ_A5-Weekday-SDon-088700_SB79_666,SB79,d1,4,14:52:54,14:52:54,401883,37.0,3
MQ_A5-Weekday-SDon-088700_SB79_666,SB79,d1,5,14:54:54,14:54:54,401884,37.0,3
MQ_A5-Weekday-SDon-088700_SB79_666,SB79,d1,6,14:56:09,14:56:09,404860,37.0,3
MQ_A5-Weekday-SDon-088700_SB79_666,SB79,d1,7,14:58:31,14:58:31,401887,37.0,3
MQ_A5-Weekday-SDon-088700_SB79_666,SB79,d1,8,15:00:00,15:00:00,403989,37.0,3
