stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:16:00,8:16:00,401954,4.0,1
2,8:16:31,8:16:31,401955,4.0,1
3,8:17:22,8:17:22,403632,13.0,2
4,8:18:51,8:18:51,401957,26.0,2
5,8:20:00,8:20:00,401958,19.0,3
6,8:23:03,8:23:03,401960,39.0,3
7,8:26:00,8:26:00,401961,25.0,2
8,8:29:00,8:29:00,401331,28.0,2
9,8:32:08,8:32:08,404075,25.0,2
10,8:33:56,8:33:56,401964,2.0,1
11,8:35:00,8:35:00,401965,1.0,1
12,8:36:53,8:36:53,401966,2.0,1
13,8:38:00,8:38:00,903004,2.0,1
