stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,1:30:00,1:30:00,803019,3.0,1
2,1:30:54,1:30:54,903296,3.0,1
3,1:32:05,1:32:05,401665,3.0,1
4,1:32:42,1:32:42,401666,3.0,1
5,1:34:07,1:34:07,404850,2.0,1
6,1:34:57,1:34:57,401669,3.0,1
7,1:35:47,1:35:47,401670,4.0,1
8,1:36:58,1:36:58,402088,4.0,1
9,1:38:13,1:38:13,402090,4.0,1
10,1:39:00,1:39:00,404843,2.0,1
11,1:39:38,1:39:38,401675,4.0,1
12,1:40:59,1:40:59,405320,8.0,1
13,1:42:07,1:42:07,401679,8.0,1
14,1:43:13,1:43:13,401681,9.0,1
15,1:44:00,1:44:00,401682,9.0,1
16,1:44:40,1:44:40,405098,7.0,1
17,1:45:30,1:45:30,401685,7.0,1
18,1:46:08,1:46:08,401686,8.0,1
19,1:47:00,1:47:00,401687,9.0,1
20,1:47:25,1:47:25,401688,9.0,1
21,1:48:13,1:48:13,401689,9.0,1
22,1:49:00,1:49:00,401690,9.0,1
23,1:49:32,1:49:32,401691,9.0,1
24,1:50:03,1:50:03,405396,6.0,1
25,1:50:26,1:50:26,404995,6.0,1
26,1:51:00,1:51:00,401694,6.0,1
27,1:51:54,1:51:54,403480,6.0,1
28,1:52:22,1:52:22,401696,6.0,1
29,1:53:08,1:53:08,401697,6.0,1
30,1:54:00,1:54:00,401698,6.0,1
31,1:54:26,1:54:26,401699,6.0,1
32,1:55:22,1:55:22,401701,5.0,1
33,1:55:55,1:55:55,401702,5.0,1
34,1:56:30,1:56:30,401703,5.0,1
35,1:57:00,1:57:00,401704,5.0,1
36,1:57:20,1:57:20,405138,5.0,1
37,1:58:01,1:58:01,404253,5.0,1
38,1:58:30,1:58:30,401706,5.0,1
39,1:59:11,1:59:11,401707,1.0,1
40,1:59:52,1:59:52,401708,1.0,1
41,2:00:21,2:00:21,401709,1.0,1
42,2:01:02,2:01:02,401710,1.0,1
43,2:01:30,2:01:30,401711,1.0,1
44,2:02:00,2:02:00,401712,1.0,1
45,2:02:32,2:02:32,405100,1.0,1
46,2:03:13,2:03:13,401715,1.0,1
47,2:03:44,2:03:44,401716,1.0,1
48,2:04:24,2:04:24,401718,1.0,1
49,2:05:00,2:05:00,903275,1.0,1
50,2:05:33,2:05:33,401721,1.0,1
51,2:06:12,2:06:12,401722,1.0,1
52,2:07:03,2:07:03,401723,1.0,1
53,2:07:40,2:07:40,401724,1.0,1
54,2:08:08,2:08:08,401725,1.0,1
55,2:08:33,2:08:33,401726,1.0,1
56,2:09:13,2:09:13,401727,1.0,1
57,2:10:06,2:10:06,401729,1.0,1
58,2:10:35,2:10:35,401730,1.0,1
59,2:11:00,2:11:00,401731,1.0,1
60,2:13:00,2:13:00,803054,1.0,1
