stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,9:21:00,9:21:00,403522,9.0,1
2,9:24:00,9:24:00,403523,9.0,1
3,9:25:05,9:25:05,401024,13.0,2
4,9:27:29,9:27:29,401867,20.0,2
5,9:28:38,9:28:38,401868,20.0,2
6,9:31:24,9:31:24,401869,20.0,2
7,9:34:00,9:34:00,401870,12.0,1
8,9:35:18,9:35:18,404858,12.0,1
9,9:37:13,9:37:13,405169,15.0,1
10,9:38:43,9:38:43,405369,14.0,1
11,9:40:32,9:40:32,401875,12.0,1
12,9:42:23,9:42:23,401876,8.0,1
13,9:43:54,9:43:54,401877,8.0,1
14,9:46:00,9:46:00,401878,8.0,1
