stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,15:02:00,15:02:00,400087,11.0,1
2,15:03:03,15:03:03,400088,11.0,1
3,15:05:30,15:05:30,400089,11.0,1
4,15:07:42,15:07:42,404339,11.0,1
5,15:09:10,15:09:10,404338,11.0,1
6,15:10:44,15:10:44,401069,14.0,1
7,15:12:46,15:12:46,401070,14.0,2
8,15:15:01,15:15:01,404337,23.0,2
9,15:16:27,15:16:27,404336,23.0,2
10,15:18:00,15:18:00,404284,23.0,2
11,15:19:32,15:19:32,401074,23.0,2
12,15:21:11,15:21:11,404978,20.0,2
13,15:22:44,15:22:44,404274,20.0,2
14,15:24:42,15:24:42,401078,20.0,2
15,15:26:00,15:26:00,401079,20.0,2
16,15:27:22,15:27:22,400482,7.0,1
17,15:28:10,15:28:10,400483,7.0,1
18,15:29:36,15:29:36,400484,7.0,1
19,15:30:47,15:30:47,403392,7.0,1
20,15:31:47,15:31:47,401084,7.0,1
21,15:32:38,15:32:38,401085,16.0,1
22,15:34:00,15:34:00,401086,16.0,2
23,15:36:22,15:36:22,401087,18.0,2
24,15:38:04,15:38:04,401088,18.0,2
25,15:39:57,15:39:57,403362,24.0,2
26,15:42:03,15:42:03,401090,24.0,2
27,15:43:23,15:43:23,401091,31.0,3
28,15:45:21,15:45:21,401092,37.0,3
29,15:47:26,15:47:26,401093,22.0,2
30,15:48:48,15:48:48,401094,25.0,2
31,15:51:00,15:51:00,404838,25.0,2
32,15:52:20,15:52:20,401096,25.0,3
33,15:53:46,15:53:46,403372,40.0,3
34,15:55:13,15:55:13,401099,6.0,2
35,15:56:34,15:56:34,401100,22.0,2
36,15:57:40,15:57:40,401101,22.0,2
37,15:59:00,15:59:00,400858,21.0,2
38,16:00:30,16:00:30,400860,21.0,2
39,16:01:27,16:01:27,903233,21.0,2
40,16:01:42,16:01:42,400861,21.0,2
41,16:02:29,16:02:29,403781,17.0,2
42,16:04:25,16:04:25,405291,17.0,2
43,16:05:52,16:05:52,400950,16.0,1
44,16:06:49,16:06:49,405295,12.0,1
45,16:08:00,16:08:00,403797,15.0,1
46,16:11:26,16:11:26,405297,13.0,1
47,16:13:19,16:13:19,450045,16.0,2
48,16:16:07,16:16:07,401359,17.0,2
49,16:18:00,16:18:00,401360,17.0,2
50,16:19:16,16:19:16,401361,17.0,2
51,16:20:35,16:20:35,401363,11.0,1
52,16:21:55,16:21:55,401364,13.0,1
53,16:22:53,16:22:53,404244,13.0,1
54,16:24:10,16:24:10,401366,13.0,1
55,16:25:22,16:25:22,405298,13.0,1
56,16:26:54,16:26:54,401294,10.0,1
57,16:29:00,16:29:00,903325,10.0,1
