stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:51:00,7:51:00,401998,16.0,1
2,7:51:37,7:51:37,405315,16.0,2
3,7:52:00,7:52:00,401999,25.0,2
4,7:53:17,7:53:17,402000,25.0,4
5,7:55:34,7:55:34,402001,52.0,4
6,7:56:49,7:56:49,402002,52.0,4
7,7:58:08,7:58:08,402003,54.0,4
8,7:59:11,7:59:11,402004,54.0,4
9,8:01:00,8:01:00,402005,54.0,4
10,8:01:52,8:01:52,402006,24.0,2
11,8:05:00,8:05:00,404274,28.0,2
12,8:06:48,8:06:48,401078,28.0,2
13,8:08:00,8:08:00,401079,13.0,2
14,8:09:48,8:09:48,400482,20.0,2
15,8:10:52,8:10:52,400483,20.0,2
16,8:12:46,8:12:46,400484,9.0,2
17,8:14:20,8:14:20,403392,22.0,2
18,8:15:39,8:15:39,401084,9.0,2
19,8:16:46,8:16:46,401085,20.0,2
20,8:18:00,8:18:00,402016,3.0,1
21,8:18:41,8:18:41,402017,4.0,1
22,8:19:00,8:19:00,401977,4.0,1
