stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,18:12:00,18:12:00,403522,4.0,2
2,18:14:00,18:14:00,403523,20.0,2
3,18:14:52,18:14:52,401024,32.0,3
4,18:16:47,18:16:47,401867,43.0,3
5,18:17:43,18:17:43,401868,43.0,3
6,18:19:55,18:19:55,401869,43.0,3
7,18:22:00,18:22:00,401870,42.0,3
8,18:23:11,18:23:11,404858,40.0,3
9,18:24:57,18:24:57,405169,41.0,3
10,18:26:19,18:26:19,405369,41.0,3
11,18:27:59,18:27:59,401875,41.0,3
12,18:29:41,18:29:41,401876,21.0,2
13,18:31:04,18:31:04,401877,5.0,1
14,18:33:00,18:33:00,401878,5.0,1
