stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,24:03:00,24:03:00,401497,4.0,1
2,24:04:06,24:04:06,405026,4.0,1
3,24:06:38,24:06:38,401818,8.0,1
4,24:07:55,24:07:55,401819,13.0,2
5,24:09:00,24:09:00,404820,18.0,2
6,24:10:38,24:10:38,401821,18.0,2
7,24:12:15,24:12:15,401822,20.0,2
8,24:13:46,24:13:46,401824,17.0,2
9,24:15:15,24:15:15,401826,7.0,1
10,24:16:00,24:16:00,401827,9.0,1
11,24:17:56,24:17:56,405336,6.0,1
12,24:19:42,24:19:42,401832,6.0,1
13,24:20:35,24:20:35,401833,4.0,1
14,24:21:42,24:21:42,402052,2.0,1
15,24:23:00,24:23:00,903027,2.0,1
