stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,5:37:00,5:37:00,405284,1.0,1
2,5:37:27,5:37:27,400088,1.0,1
3,5:38:44,5:38:44,400089,2.0,1
4,5:39:51,5:39:51,400091,3.0,1
5,5:41:17,5:41:17,400092,6.0,1
6,5:42:08,5:42:08,400093,8.0,1
7,5:43:00,5:43:00,400094,7.0,1
8,5:43:52,5:43:52,400095,11.0,1
9,5:44:29,5:44:29,400096,11.0,1
10,5:45:07,5:45:07,400097,8.0,1
11,5:46:05,5:46:05,400098,9.0,1
12,5:46:58,5:46:58,400099,6.0,1
13,5:48:50,5:48:50,404964,8.0,1
14,5:49:27,5:49:27,400102,9.0,1
15,5:50:07,5:50:07,400103,9.0,1
16,5:51:21,5:51:21,400105,10.0,1
17,5:52:00,5:52:00,400107,10.0,1
18,5:52:23,5:52:23,400108,9.0,1
19,5:52:52,5:52:52,400109,10.0,1
20,5:53:19,5:53:19,400110,10.0,1
21,5:53:49,5:53:49,400111,10.0,1
22,5:54:41,5:54:41,404081,10.0,1
23,5:55:18,5:55:18,404168,7.0,1
24,5:55:40,5:55:40,400115,10.0,1
25,5:56:09,5:56:09,400116,10.0,1
26,5:56:36,5:56:36,400117,10.0,1
27,5:57:16,5:57:16,400118,10.0,1
28,5:57:54,5:57:54,400119,9.0,1
29,5:58:52,5:58:52,400120,9.0,1
30,5:59:16,5:59:16,400121,9.0,1
31,5:59:40,5:59:40,400122,9.0,1
32,6:00:08,6:00:08,400123,8.0,1
33,6:01:00,6:01:00,400124,8.0,1
34,6:02:01,6:02:01,400125,7.0,1
35,6:03:12,6:03:12,400126,7.0,1
36,6:04:05,6:04:05,400127,7.0,1
37,6:04:41,6:04:41,400128,6.0,1
38,6:05:25,6:05:25,400512,7.0,1
39,6:07:00,6:07:00,403266,7.0,1
40,6:08:04,6:08:04,400514,6.0,1
41,6:09:11,6:09:11,400515,5.0,1
42,6:10:17,6:10:17,400516,5.0,1
43,6:11:01,6:11:01,405179,5.0,1
44,6:12:00,6:12:00,400518,6.0,1
45,6:12:31,6:12:31,400322,6.0,1
46,6:13:09,6:13:09,400323,5.0,1
47,6:13:50,6:13:50,400324,2.0,1
48,6:14:15,6:14:15,400325,4.0,1
49,6:14:54,6:14:54,404211,4.0,1
50,6:15:20,6:15:20,400327,4.0,1
51,6:16:00,6:16:00,400329,3.0,1
52,6:16:40,6:16:40,400330,3.0,1
53,6:17:18,6:17:18,400331,1.0,1
54,6:18:01,6:18:01,402857,2.0,1
55,6:18:28,6:18:28,400333,2.0,1
56,6:18:56,6:18:56,400334,2.0,1
57,6:19:24,6:19:24,400335,2.0,1
58,6:19:48,6:19:48,400336,1.0,1
59,6:20:21,6:20:21,400337,1.0,1
60,6:20:51,6:20:51,400153,2.0,1
61,6:21:34,6:21:34,400154,2.0,1
62,6:22:03,6:22:03,400155,2.0,1
63,6:22:29,6:22:29,403311,1.0,1
64,6:22:55,6:22:55,404916,1.0,1
65,6:23:22,6:23:22,400157,1.0,1
66,6:25:00,6:25:00,404823,1.0,1
