stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,12:32:00,12:32:00,404362,3.0,2
2,12:33:17,12:33:17,403791,26.0,2
3,12:35:00,12:35:00,402653,26.0,2
4,12:36:47,12:36:47,402723,28.0,4
5,12:38:59,12:38:59,405416,50.0,4
6,12:40:00,12:40:00,402657,50.0,4
7,12:42:29,12:42:29,402658,49.0,4
8,12:44:55,12:44:55,402659,48.0,3
9,12:47:39,12:47:39,402660,48.0,3
10,12:49:00,12:49:00,402661,10.0,3
11,12:51:29,12:51:29,402662,37.0,3
12,12:53:39,12:53:39,403671,20.0,2
13,12:56:00,12:56:00,403672,7.0,2
14,12:56:51,12:56:51,403673,20.0,2
15,12:58:01,12:58:01,403674,16.0,1
16,13:04:00,13:04:00,101014,14.0,1
17,13:06:25,13:06:25,101015,11.0,1
18,13:09:57,13:09:57,101017,11.0,1
19,13:11:42,13:11:42,101018,6.0,1
20,13:15:00,13:15:00,103708,6.0,1
