stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:08:00,8:08:00,405308,7.0,1
2,8:10:33,8:10:33,404865,7.0,1
3,8:11:35,8:11:35,405086,7.0,1
4,8:12:44,8:12:44,400853,14.0,1
5,8:14:00,8:14:00,405237,14.0,1
6,8:16:06,8:16:06,403606,16.0,2
7,8:18:00,8:18:00,402269,22.0,2
8,8:19:04,8:19:04,401344,30.0,2
9,8:19:55,8:19:55,401345,30.0,2
10,8:26:00,8:26:00,403494,22.0,2
11,8:27:00,8:27:00,404994,24.0,2
12,8:27:53,8:27:53,405489,24.0,2
13,8:29:05,8:29:05,400029,19.0,2
14,8:30:57,8:30:57,402290,24.0,2
15,8:33:00,8:33:00,402292,22.0,2
16,8:33:55,8:33:55,402293,24.0,2
17,8:34:55,8:34:55,405365,24.0,2
18,8:36:08,8:36:08,402295,1.0,1
19,8:37:00,8:37:00,803058,1.0,1
