stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:06:00,7:06:00,404911,2.0,1
2,7:06:53,7:06:53,401036,2.0,1
3,7:08:00,7:08:00,401037,4.0,1
4,7:09:09,7:09:09,401038,4.0,1
5,7:10:47,7:10:47,401039,4.0,1
6,7:12:08,7:12:08,405087,4.0,1
7,7:13:52,7:13:52,405092,4.0,1
8,7:15:31,7:15:31,400394,4.0,1
9,7:17:00,7:17:00,401044,4.0,1
10,7:19:07,7:19:07,401045,4.0,1
11,7:21:00,7:21:00,401988,4.0,1
12,7:23:06,7:23:06,401989,4.0,1
13,7:25:00,7:25:00,401990,4.0,1
14,7:26:39,7:26:39,401992,4.0,1
15,7:28:01,7:28:01,401993,4.0,1
16,7:29:06,7:29:06,401994,4.0,1
17,7:31:00,7:31:00,401727,4.0,1
18,7:31:17,7:31:17,401729,4.0,1
19,7:31:26,7:31:26,401730,4.0,1
20,7:32:00,7:32:00,803059,4.0,1
