stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,15:50:00,15:50:00,401880,18.0,2
2,15:51:59,15:51:59,401881,18.0,2
3,15:53:17,15:53:17,401882,18.0,2
4,15:55:54,15:55:54,401883,23.0,2
5,15:57:54,15:57:54,401884,23.0,2
6,15:59:09,15:59:09,404860,23.0,4
7,16:01:31,16:01:31,401887,57.0,4
8,16:03:00,16:03:00,403989,57.0,4
9,16:05:42,16:05:42,401889,57.0,4
10,16:08:28,16:08:28,401890,57.0,4
11,16:10:02,16:10:02,404838,43.0,3
12,16:11:50,16:11:50,403733,43.0,3
13,16:13:00,16:13:00,401893,2.0,1
14,16:25:00,16:25:00,903286,2.0,1
