stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,9:52:00,9:52:00,803055,4.0,1
2,9:52:28,9:52:28,401812,4.0,1
3,9:55:08,9:55:08,401813,8.0,1
4,9:57:35,9:57:35,401814,9.0,1
5,10:00:18,10:00:18,403238,13.0,1
6,10:02:00,10:02:00,403239,16.0,1
7,10:03:55,10:03:55,403240,16.0,1
8,10:06:00,10:06:00,403241,16.0,1
9,10:07:14,10:07:14,403242,16.0,1
10,10:09:18,10:09:18,403465,16.0,1
11,10:10:38,10:10:38,404160,13.0,1
12,10:11:46,10:11:46,403459,13.0,1
13,10:13:00,10:13:00,403245,13.0,1
14,10:13:28,10:13:28,403246,13.0,1
15,10:14:40,10:14:40,403247,7.0,1
16,10:15:41,10:15:41,403248,1.0,1
17,10:17:00,10:17:00,903046,1.0,1
