stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:24:00,7:24:00,401880,6.0,1
2,7:25:22,7:25:22,401881,11.0,1
3,7:26:16,7:26:16,401882,11.0,1
4,7:28:05,7:28:05,401883,13.0,1
5,7:29:28,7:29:28,401884,13.0,2
6,7:30:20,7:30:20,404860,18.0,2
7,7:31:59,7:31:59,401887,18.0,2
8,7:33:00,7:33:00,403989,18.0,2
9,7:35:26,7:35:26,401889,18.0,2
10,7:37:55,7:37:55,401890,7.0,1
11,7:39:20,7:39:20,404838,7.0,1
12,7:40:57,7:40:57,403733,6.0,1
13,7:42:00,7:42:00,401893,6.0,1
14,7:54:00,7:54:00,903286,6.0,1
