stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,20:41:00,20:41:00,400639,2.0,1
2,20:42:19,20:42:19,400640,2.0,1
3,20:43:22,20:43:22,400641,2.0,1
4,20:44:13,20:44:13,400642,5.0,1
5,20:44:50,20:44:50,400643,5.0,1
6,20:45:29,20:45:29,400644,1.0,1
7,20:46:12,20:46:12,400645,5.0,1
8,20:47:02,20:47:02,400646,6.0,1
9,20:47:55,20:47:55,400647,6.0,1
10,20:48:38,20:48:38,400648,6.0,1
11,20:49:20,20:49:20,400649,7.0,1
12,20:50:00,20:50:00,403373,7.0,1
13,20:51:14,20:51:14,403374,7.0,1
14,20:51:58,20:51:58,403375,7.0,1
15,20:52:41,20:52:41,403376,7.0,1
16,20:53:34,20:53:34,403377,1.0,1
17,20:54:54,20:54:54,400655,2.0,1
18,20:56:04,20:56:04,400656,2.0,1
19,20:57:19,20:57:19,400657,2.0,1
20,20:58:10,20:58:10,400658,4.0,1
21,20:59:27,20:59:27,400659,5.0,1
22,21:00:00,21:00:00,403483,5.0,1
23,21:01:25,21:01:25,400661,2.0,1
24,21:02:09,21:02:09,400662,1.0,1
25,21:02:53,21:02:53,400663,5.0,1
26,21:04:00,21:04:00,803157,5.0,1
