stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:55:00,7:55:00,405003,3.0,1
2,7:56:01,7:56:01,401916,3.0,1
3,7:57:50,7:57:50,401917,10.0,1
4,7:59:02,7:59:02,402345,10.0,2
5,8:00:28,8:00:28,402346,20.0,2
6,8:01:38,8:01:38,402347,20.0,2
7,8:03:37,8:03:37,402348,20.0,2
8,8:04:51,8:04:51,402349,8.0,2
9,8:06:36,8:06:36,403726,21.0,2
10,8:08:00,8:08:00,402351,21.0,2
11,8:09:18,8:09:18,403297,20.0,2
12,8:11:00,8:11:00,903344,19.0,2
13,8:12:20,8:12:20,402355,9.0,1
14,8:13:10,8:13:10,405389,13.0,2
15,8:15:55,8:15:55,404266,24.0,2
16,8:18:16,8:18:16,402222,12.0,1
17,8:20:00,8:20:00,402223,14.0,2
18,8:22:01,8:22:01,402224,17.0,2
19,8:23:25,8:23:25,403617,12.0,1
20,8:26:00,8:26:00,803117,15.0,1
21,8:27:26,8:27:26,402228,14.0,1
22,8:29:43,8:29:43,402229,14.0,1
23,8:31:41,8:31:41,400744,14.0,2
24,8:33:00,8:33:00,400745,17.0,2
25,8:35:27,8:35:27,402233,12.0,1
26,8:37:29,8:37:29,403986,12.0,1
27,8:41:00,8:41:00,903074,12.0,1
