stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,25:00:00,25:00:00,402183,3.0,1
2,25:01:00,25:01:00,405193,3.0,1
3,25:02:12,25:02:12,402185,3.0,1
4,25:03:11,25:03:11,402186,3.0,1
5,25:04:59,25:04:59,402188,3.0,1
6,25:06:00,25:06:00,402189,3.0,1
7,25:07:33,25:07:33,402191,3.0,1
8,25:09:00,25:09:00,404035,3.0,1
9,25:10:07,25:10:07,404948,3.0,1
10,25:11:04,25:11:04,402194,3.0,1
11,25:11:59,25:11:59,402195,3.0,1
12,25:13:16,25:13:16,403954,2.0,1
13,25:13:55,25:13:55,403955,1.0,1
14,25:14:50,25:14:50,403956,2.0,1
15,25:16:00,25:16:00,903082,2.0,1
