stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,15:36:00,15:36:00,405382,7.0,1
2,15:40:07,15:40:07,405318,11.0,2
3,15:42:30,15:42:30,403601,17.0,2
4,15:46:19,15:46:19,405319,18.0,2
5,15:51:33,15:51:33,405320,30.0,3
6,15:56:00,15:56:00,903093,43.0,3
7,16:00:00,16:00:00,405322,18.0,5
8,16:04:03,16:04:03,405323,70.0,5
9,16:05:49,16:05:49,404995,70.0,5
10,16:08:18,16:08:18,403480,65.0,5
11,16:11:52,16:11:52,401698,50.0,4
12,16:14:52,16:14:52,401701,54.0,4
13,16:18:29,16:18:29,401704,60.0,4
14,16:22:38,16:22:38,401707,38.0,3
15,16:28:00,16:28:00,401712,26.0,2
16,16:31:08,16:31:08,401715,31.0,3
17,16:36:00,16:36:00,903102,44.0,3
18,16:38:55,16:38:55,401723,44.0,3
19,16:42:16,16:42:16,401727,3.0,1
20,16:45:00,16:45:00,401731,3.0,1
21,16:47:00,16:47:00,803054,3.0,1
