stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,16:48:00,16:48:00,405382,26.0,2
2,16:52:07,16:52:07,405318,26.0,2
3,16:54:30,16:54:30,403601,26.0,3
4,16:58:19,16:58:19,405319,40.0,3
5,17:03:33,17:03:33,405320,36.0,3
6,17:08:00,17:08:00,903093,40.0,3
7,17:12:00,17:12:00,405322,43.0,6
8,17:16:03,17:16:03,405323,91.0,6
9,17:17:49,17:17:49,404995,91.0,6
10,17:20:18,17:20:18,403480,91.0,6
11,17:23:52,17:23:52,401698,96.0,6
12,17:26:52,17:26:52,401701,96.0,6
13,17:30:29,17:30:29,401704,54.0,4
14,17:34:38,17:34:38,401707,54.0,4
15,17:40:00,17:40:00,401712,23.0,4
16,17:43:08,17:43:08,401715,58.0,4
17,17:48:00,17:48:00,903102,4.0,3
18,17:50:35,17:50:35,401723,34.0,3
19,17:53:34,17:53:34,401727,11.0,1
20,17:56:00,17:56:00,401731,5.0,1
21,17:58:00,17:58:00,803054,5.0,1
