stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,15:44:00,15:44:00,401954,1.0,1
2,15:44:31,15:44:31,401955,16.0,1
3,15:45:22,15:45:22,403632,16.0,1
4,15:46:51,15:46:51,401957,16.0,1
5,15:48:00,15:48:00,401958,14.0,2
6,15:52:04,15:52:04,401960,18.0,2
7,15:56:00,15:56:00,401961,21.0,2
8,15:59:00,15:59:00,401331,7.0,1
9,16:02:08,16:02:08,404075,3.0,1
10,16:03:56,16:03:56,401964,10.0,1
11,16:05:00,16:05:00,401965,7.0,1
12,16:06:53,16:06:53,401966,7.0,1
13,16:08:00,16:08:00,903004,7.0,1
