stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,17:20:00,17:20:00,401732,9.0,1
2,17:20:52,17:20:52,401738,8.0,2
3,17:24:51,17:24:51,405348,18.0,2
4,17:28:55,17:28:55,405653,18.0,2
5,17:32:00,17:32:00,803182,10.0,2
6,17:36:11,17:36:11,903129,26.0,2
7,17:39:41,17:39:41,401756,26.0,3
8,17:44:27,17:44:27,401761,35.0,3
9,17:49:16,17:49:16,401765,18.0,3
10,17:52:16,17:52:16,401768,40.0,3
11,17:55:48,17:55:48,401771,41.0,3
12,17:59:26,17:59:26,405342,39.0,4
13,18:01:40,18:01:40,403525,56.0,4
14,18:04:02,18:04:02,401779,25.0,3
15,18:07:59,18:07:59,405340,45.0,3
16,18:13:48,18:13:48,803109,45.0,3
17,18:15:00,18:15:00,403849,30.0,2
18,18:18:22,18:18:22,405373,26.0,3
19,18:22:22,18:22:22,402112,33.0,3
20,18:25:59,18:25:59,403590,13.0,2
21,18:27:57,18:27:57,403754,21.0,2
22,18:31:00,18:31:00,803120,21.0,2
