stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:57:00,8:57:00,403522,26.0,2
2,9:00:00,9:00:00,403523,26.0,2
3,9:01:05,9:01:05,401024,13.0,2
4,9:03:29,9:03:29,401867,28.0,2
5,9:04:38,9:04:38,401868,28.0,2
6,9:07:24,9:07:24,401869,28.0,2
7,9:10:00,9:10:00,401870,20.0,2
8,9:11:18,9:11:18,404858,19.0,2
9,9:13:13,9:13:13,405169,18.0,2
10,9:14:43,9:14:43,405369,16.0,1
11,9:16:32,9:16:32,401875,11.0,1
12,9:18:23,9:18:23,401876,8.0,1
13,9:19:54,9:19:54,401877,9.0,1
14,9:22:00,9:22:00,401878,9.0,1
