stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:27:00,7:27:00,402296,2.0,1
2,7:29:00,7:29:00,402298,10.0,1
3,7:30:28,7:30:28,402299,10.0,1
4,7:31:52,7:31:52,402300,10.0,1
5,7:32:50,7:32:50,402301,10.0,1
6,7:34:31,7:34:31,402303,10.0,1
7,7:36:00,7:36:00,400124,3.0,1
8,7:36:46,7:36:46,405491,8.0,1
9,7:37:38,7:37:38,404122,8.0,1
10,7:41:52,7:41:52,401245,6.0,1
11,7:42:54,7:42:54,403981,6.0,1
12,7:44:00,7:44:00,403610,2.0,1
13,7:45:46,7:45:46,403611,2.0,1
14,7:47:10,7:47:10,403612,2.0,1
15,7:48:00,7:48:00,400751,2.0,1
16,7:49:04,7:49:04,403036,2.0,1
17,7:49:57,7:49:57,405071,2.0,1
18,7:51:22,7:51:22,405112,1.0,1
19,7:53:00,7:53:00,803056,1.0,1
