stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,12:27:00,12:27:00,400751,13.0,1
2,12:28:56,12:28:56,403036,16.0,2
3,12:31:26,12:31:26,403037,27.0,2
4,12:33:00,12:33:00,403038,19.0,2
5,12:34:44,12:34:44,404826,27.0,2
6,12:36:20,12:36:20,404036,27.0,3
7,12:38:00,12:38:00,403626,37.0,3
8,12:39:09,12:39:09,402205,37.0,3
9,12:41:42,12:41:42,403992,37.0,3
10,12:43:55,12:43:55,403984,39.0,3
11,12:46:00,12:46:00,403562,36.0,3
12,12:48:01,12:48:01,403736,34.0,3
13,12:51:00,12:51:00,403621,12.0,3
14,12:52:36,12:52:36,405529,34.0,3
15,12:55:12,12:55:12,403620,32.0,2
16,12:58:00,12:58:00,402214,22.0,2
17,12:59:49,12:59:49,402215,31.0,2
18,13:01:39,13:01:39,402216,5.0,2
19,13:03:53,13:03:53,402217,25.0,2
20,13:04:50,13:04:50,402218,25.0,2
21,13:07:04,13:07:04,404037,25.0,2
22,13:09:00,13:09:00,903302,25.0,2
