stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:21:00,8:21:00,401998,16.0,2
2,8:21:37,8:21:37,405315,30.0,2
3,8:22:00,8:22:00,401999,30.0,2
4,8:23:17,8:23:17,402000,30.0,2
5,8:25:34,8:25:34,402001,30.0,2
6,8:26:49,8:26:49,402002,30.0,2
7,8:28:08,8:28:08,402003,30.0,2
8,8:29:11,8:29:11,402004,31.0,2
9,8:31:00,8:31:00,402005,31.0,2
10,8:31:52,8:31:52,402006,31.0,2
11,8:35:00,8:35:00,404274,29.0,2
12,8:37:24,8:37:24,401078,10.0,1
13,8:39:00,8:39:00,401079,6.0,1
14,8:40:26,8:40:26,400482,6.0,1
15,8:41:18,8:41:18,400483,4.0,1
16,8:42:49,8:42:49,400484,4.0,1
17,8:44:04,8:44:04,403392,4.0,1
18,8:45:07,8:45:07,401084,4.0,1
19,8:46:01,8:46:01,401085,1.0,1
20,8:47:00,8:47:00,402016,1.0,1
21,8:47:41,8:47:41,402017,1.0,1
22,8:48:00,8:48:00,401977,1.0,1
