stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,14:37:00,14:37:00,401393,1.0,1
2,14:37:49,14:37:49,405120,1.0,1
3,14:38:32,14:38:32,405167,1.0,1
4,14:39:00,14:39:00,405265,1.0,1
5,14:40:36,14:40:36,405152,4.0,1
6,14:43:03,14:43:03,405151,4.0,1
7,14:45:07,14:45:07,404161,4.0,1
8,14:46:29,14:46:29,401398,4.0,1
9,14:48:00,14:48:00,403802,16.0,2
10,14:49:51,14:49:51,401400,19.0,2
11,14:51:38,14:51:38,401401,19.0,2
12,14:54:21,14:54:21,401402,28.0,2
13,14:57:18,14:57:18,401404,22.0,2
14,15:00:32,15:00:32,404279,23.0,3
15,15:02:40,15:02:40,405631,34.0,3
16,15:05:00,15:05:00,401407,40.0,3
17,15:06:48,15:06:48,401408,40.0,3
18,15:08:01,15:08:01,401409,40.0,3
19,15:09:12,15:09:12,401410,40.0,3
20,15:11:14,15:11:14,401411,35.0,3
21,15:12:45,15:12:45,401412,40.0,3
22,15:13:37,15:13:37,401413,40.0,3
23,15:15:14,15:15:14,401414,40.0,4
24,15:17:09,15:17:09,401416,49.0,4
25,15:18:46,15:18:46,401417,49.0,4
26,15:20:00,15:20:00,403472,49.0,4
27,15:21:33,15:21:33,403555,45.0,3
28,15:24:00,15:24:00,401021,38.0,3
29,15:25:27,15:25:27,401022,40.0,3
30,15:27:29,15:27:29,401023,40.0,3
31,15:28:52,15:28:52,401024,32.0,2
32,15:30:25,15:30:25,401025,32.0,2
33,15:31:50,15:31:50,401026,29.0,2
34,15:34:04,15:34:04,401027,21.0,2
35,15:35:47,15:35:47,404320,25.0,2
36,15:37:33,15:37:33,401029,27.0,2
37,15:38:58,15:38:58,401030,27.0,2
38,15:41:10,15:41:10,401031,25.0,2
39,15:42:35,15:42:35,401032,23.0,2
40,15:44:00,15:44:00,401033,23.0,2
41,15:44:59,15:44:59,401034,23.0,2
42,15:46:13,15:46:13,401035,23.0,2
43,15:47:22,15:47:22,401435,23.0,2
44,15:49:00,15:49:00,401436,18.0,2
45,15:51:32,15:51:32,401438,10.0,1
46,15:53:02,15:53:02,403886,12.0,1
47,15:54:47,15:54:47,401440,16.0,1
48,15:56:22,15:56:22,401441,16.0,1
49,15:57:57,15:57:57,401442,16.0,1
50,15:59:55,15:59:55,401443,15.0,1
51,16:01:59,16:01:59,403292,12.0,2
52,16:03:15,16:03:15,401444,19.0,2
53,16:05:00,16:05:00,401446,19.0,2
54,16:06:27,16:06:27,401447,14.0,1
55,16:08:49,16:08:49,403757,14.0,1
56,16:11:00,16:11:00,404011,14.0,1
57,16:11:24,16:11:24,404012,14.0,1
58,16:12:09,16:12:09,404013,6.0,1
59,16:12:31,16:12:31,404056,6.0,1
60,16:13:25,16:13:25,404014,1.0,1
61,16:13:55,16:13:55,404015,11.0,1
62,16:15:00,16:15:00,803194,11.0,1
