stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,12:15:00,12:15:00,404058,5.0,1
2,12:17:38,12:17:38,401412,3.0,2
3,12:19:14,12:19:14,403992,32.0,3
4,12:21:42,12:21:42,403984,37.0,3
5,12:24:00,12:24:00,403562,28.0,2
6,12:25:47,12:25:47,403736,28.0,2
7,12:28:27,12:28:27,403621,24.0,2
8,12:29:49,12:29:49,405529,25.0,2
9,12:32:00,12:32:00,403620,25.0,2
10,12:35:01,12:35:01,402214,25.0,2
11,12:36:49,12:36:49,402215,20.0,2
12,12:38:39,12:38:39,402216,21.0,2
13,12:40:53,12:40:53,402217,21.0,2
14,12:41:50,12:41:50,402218,16.0,1
15,12:43:43,12:43:43,402328,16.0,1
16,12:45:20,12:45:20,404154,16.0,2
17,12:47:43,12:47:43,402330,20.0,2
18,12:50:00,12:50:00,402331,17.0,2
19,12:51:22,12:51:22,403563,16.0,1
20,12:53:32,12:53:32,402334,11.0,1
21,12:54:33,12:54:33,803159,13.0,1
22,12:55:52,12:55:52,402336,10.0,1
23,12:57:37,12:57:37,401877,7.0,1
24,12:59:28,12:59:28,402338,2.0,1
25,13:00:39,13:00:39,402339,2.0,1
26,13:02:01,13:02:01,401909,2.0,1
27,13:03:04,13:03:04,401910,2.0,1
28,13:04:42,13:04:42,403367,2.0,1
29,13:06:21,13:06:21,403383,1.0,1
30,13:08:00,13:08:00,904918,1.0,1
