stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:00:00,8:00:00,803008,20.0,2
2,8:00:57,8:00:57,400745,20.0,2
3,8:03:17,8:03:17,402233,20.0,2
4,8:05:12,8:05:12,403986,20.0,2
5,8:07:00,8:07:00,403987,21.0,2
6,8:08:21,8:08:21,405443,25.0,2
7,8:10:01,8:10:01,405444,27.0,2
8,8:11:25,8:11:25,405445,26.0,2
9,8:13:00,8:13:00,405446,26.0,2
10,8:14:00,8:14:00,403264,24.0,3
11,8:16:03,8:16:03,405447,36.0,3
12,8:18:04,8:18:04,405285,35.0,3
13,8:20:32,8:20:32,405564,35.0,3
14,8:21:54,8:21:54,405450,35.0,3
15,8:24:00,8:24:00,405451,14.0,1
16,8:27:00,8:27:00,450222,11.0,1
17,8:28:24,8:28:24,401507,7.0,1
18,8:30:19,8:30:19,401386,7.0,1
19,8:31:07,8:31:07,401387,4.0,1
20,8:33:00,8:33:00,903063,4.0,1
