stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,17:07:00,17:07:00,400080,5.0,1
2,17:08:03,17:08:03,400081,5.0,1
3,17:09:49,17:09:49,405523,5.0,1
4,17:11:47,17:11:47,400085,5.0,1
5,17:12:56,17:12:56,400086,5.0,1
6,17:14:00,17:14:00,405527,5.0,1
7,17:17:30,17:17:30,404120,5.0,1
8,17:22:03,17:22:03,403782,5.0,1
9,17:26:00,17:26:00,405380,5.0,1
10,17:30:13,17:30:13,400190,13.0,1
11,17:35:24,17:35:24,400018,15.0,1
12,17:37:20,17:37:20,400019,15.0,1
13,17:39:55,17:39:55,400021,15.0,1
14,17:45:00,17:45:00,400024,16.0,2
15,17:49:02,17:49:02,400028,18.0,2
16,17:51:14,17:51:14,400030,18.0,2
17,17:54:12,17:54:12,400033,18.0,2
18,17:57:11,17:57:11,400036,18.0,2
19,18:01:00,18:01:00,404191,10.0,1
20,18:03:02,18:03:02,400042,14.0,1
21,18:04:55,18:04:55,400045,14.0,1
22,18:06:20,18:06:20,400047,14.0,1
23,18:06:57,18:06:57,400048,11.0,1
24,18:08:03,18:08:03,405542,11.0,1
25,18:09:00,18:09:00,405543,10.0,1
26,18:09:51,18:09:51,400051,11.0,1
27,18:11:12,18:11:12,403980,11.0,1
28,18:12:04,18:12:04,400053,11.0,1
29,18:12:56,18:12:56,400054,16.0,1
30,18:13:46,18:13:46,400055,16.0,1
31,18:14:38,18:14:38,400056,14.0,1
32,18:15:57,18:15:57,400057,14.0,1
33,18:17:15,18:17:15,403711,11.0,1
34,18:18:06,18:18:06,400059,11.0,1
35,18:19:01,18:19:01,400060,1.0,1
36,18:19:52,18:19:52,400061,5.0,1
37,18:21:26,18:21:26,400062,5.0,1
38,18:22:42,18:22:42,404335,5.0,1
39,18:23:59,18:23:59,400065,5.0,1
40,18:24:57,18:24:57,400066,5.0,1
41,18:26:03,18:26:03,400067,5.0,1
42,18:28:00,18:28:00,803003,5.0,1
