stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,19:32:00,19:32:00,403522,15.0,2
2,19:34:00,19:34:00,403523,17.0,2
3,19:34:52,19:34:52,401024,17.0,2
4,19:36:47,19:36:47,401867,27.0,2
5,19:37:43,19:37:43,401868,25.0,2
6,19:39:55,19:39:55,401869,27.0,2
7,19:42:00,19:42:00,401870,32.0,2
8,19:43:11,19:43:11,404858,32.0,2
9,19:44:57,19:44:57,405169,32.0,2
10,19:46:19,19:46:19,405369,32.0,2
11,19:47:59,19:47:59,401875,32.0,2
12,19:49:41,19:49:41,401876,32.0,2
13,19:51:04,19:51:04,401877,3.0,1
14,19:53:00,19:53:00,401878,3.0,1
