stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,13:03:00,13:03:00,401732,10.0,1
2,13:03:52,13:03:52,401738,10.0,2
3,13:07:51,13:07:51,405348,28.0,3
4,13:11:55,13:11:55,405653,40.0,3
5,13:15:00,13:15:00,803182,31.0,2
6,13:20:04,13:20:04,903129,29.0,2
7,13:24:17,13:24:17,401756,30.0,3
8,13:30:03,13:30:03,401761,38.0,3
9,13:35:53,13:35:53,401765,38.0,3
10,13:39:31,13:39:31,401768,19.0,2
11,13:43:47,13:43:47,401771,18.0,2
12,13:48:10,13:48:10,405342,21.0,3
13,13:50:53,13:50:53,403525,35.0,3
14,13:53:44,13:53:44,401779,42.0,3
15,13:58:31,13:58:31,405340,42.0,3
16,14:05:33,14:05:33,803109,38.0,3
17,14:07:00,14:07:00,403849,38.0,3
18,14:10:34,14:10:34,405373,16.0,2
19,14:14:49,14:14:49,402112,30.0,2
20,14:18:40,14:18:40,403590,30.0,2
21,14:20:45,14:20:45,403754,29.0,2
22,14:24:00,14:24:00,803120,29.0,2
