stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,19:58:00,19:58:00,403556,12.0,1
2,19:59:08,19:59:08,401191,12.0,1
3,20:00:16,20:00:16,401192,12.0,1
4,20:01:29,20:01:29,401193,12.0,1
5,20:02:22,20:02:22,401194,12.0,1
6,20:03:32,20:03:32,401195,12.0,1
7,20:04:45,20:04:45,401587,12.0,1
8,20:05:48,20:05:48,401589,12.0,1
9,20:07:43,20:07:43,401591,12.0,1
10,20:09:34,20:09:34,401595,12.0,1
11,20:10:23,20:10:23,401596,9.0,1
12,20:11:24,20:11:24,403808,9.0,1
13,20:12:44,20:12:44,401599,9.0,1
14,20:14:14,20:14:14,401600,9.0,1
15,20:15:15,20:15:15,403557,5.0,1
16,20:17:00,20:17:00,903088,5.0,1
