stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:45:00,7:45:00,403560,9.0,4
2,7:45:28,7:45:28,401930,53.0,4
3,7:46:08,7:46:08,401897,53.0,4
4,7:47:35,7:47:35,401898,64.0,4
5,7:49:01,7:49:01,401899,64.0,4
6,7:51:34,7:51:34,401900,64.0,4
7,7:54:00,7:54:00,401901,52.0,4
8,7:56:05,7:56:05,401903,24.0,2
9,7:58:38,7:58:38,401905,24.0,2
10,7:59:47,7:59:47,401906,24.0,2
11,8:01:15,8:01:15,404681,24.0,2
12,8:02:41,8:02:41,401908,24.0,2
13,8:04:35,8:04:35,401909,24.0,2
14,8:05:39,8:05:39,401910,24.0,2
15,8:07:19,8:07:19,403367,24.0,2
16,8:09:00,8:09:00,403383,24.0,2
