stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:46:00,7:46:00,400808,1.0,1
2,7:47:04,7:47:04,400809,1.0,1
3,7:47:58,7:47:58,400810,1.0,1
4,7:48:52,7:48:52,400811,1.0,1
5,7:49:29,7:49:29,400812,1.0,1
6,7:51:03,7:51:03,404918,1.0,1
7,7:52:22,7:52:22,400814,1.0,1
8,7:53:10,7:53:10,400815,2.0,1
9,7:54:00,7:54:00,400816,2.0,1
10,7:55:00,7:55:00,400655,2.0,1
11,7:57:28,7:57:28,400657,2.0,1
12,8:00:12,8:00:12,403483,2.0,1
13,8:02:42,8:02:42,400662,2.0,1
14,8:05:00,8:05:00,404011,2.0,1
15,8:05:26,8:05:26,404012,2.0,1
16,8:07:46,8:07:46,404822,2.0,1
17,8:09:02,8:09:02,404259,2.0,1
18,8:09:56,8:09:56,405580,1.0,1
19,8:10:49,8:10:49,400834,1.0,1
20,8:11:23,8:11:23,400835,1.0,1
21,8:11:54,8:11:54,400836,1.0,1
22,8:12:59,8:12:59,400837,2.0,1
23,8:13:31,8:13:31,400838,2.0,1
24,8:14:05,8:14:05,404130,2.0,1
25,8:15:16,8:15:16,400840,2.0,1
26,8:16:00,8:16:00,400841,2.0,1
27,8:17:24,8:17:24,404131,2.0,1
28,8:18:40,8:18:40,400843,2.0,1
29,8:19:57,8:19:57,404855,2.0,1
30,8:21:13,8:21:13,400846,3.0,1
31,8:22:08,8:22:08,400847,3.0,1
32,8:23:06,8:23:06,400848,3.0,1
33,8:24:00,8:24:00,400849,3.0,1
34,8:26:04,8:26:04,400851,3.0,1
35,8:27:16,8:27:16,400852,3.0,1
36,8:29:01,8:29:01,400853,13.0,1
37,8:30:08,8:30:08,400854,13.0,1
38,8:34:03,8:34:03,403171,13.0,1
39,8:38:00,8:38:00,400861,13.0,1
40,8:42:27,8:42:27,403047,9.0,1
41,8:46:00,8:46:00,402446,9.0,1
42,8:50:20,8:50:20,450123,5.0,1
43,8:56:00,8:56:00,400135,5.0,1
44,8:57:28,8:57:28,400322,5.0,1
45,8:58:56,8:58:56,400323,1.0,1
46,9:00:30,9:00:30,400324,1.0,1
47,9:03:00,9:03:00,803082,1.0,1
