stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,5:32:00,5:32:00,400087,1.0,1
2,5:32:35,5:32:35,400088,6.0,1
3,5:33:55,5:33:55,400089,7.0,1
4,5:35:07,5:35:07,404339,8.0,1
5,5:35:55,5:35:55,404338,8.0,1
6,5:36:47,5:36:47,401069,8.0,1
7,5:37:53,5:37:53,401070,7.0,1
8,5:39:07,5:39:07,404337,8.0,1
9,5:39:54,5:39:54,404336,8.0,1
10,5:41:00,5:41:00,803165,9.0,1
11,5:41:56,5:41:56,401074,9.0,1
12,5:43:12,5:43:12,404978,9.0,1
13,5:44:31,5:44:31,401988,12.0,1
14,5:45:46,5:45:46,401989,12.0,1
15,5:46:54,5:46:54,401990,12.0,1
16,5:47:20,5:47:20,401991,12.0,1
17,5:48:34,5:48:34,403416,12.0,1
18,5:49:12,5:49:12,402809,11.0,1
19,5:50:55,5:50:55,402811,12.0,1
20,5:52:39,5:52:39,403417,8.0,1
21,5:53:30,5:53:30,401973,8.0,1
22,5:54:18,5:54:18,401974,8.0,1
23,5:55:00,5:55:00,402816,11.0,1
24,5:55:44,5:55:44,403749,11.0,1
25,5:57:00,5:57:00,403418,6.0,1
26,5:57:37,5:57:37,402819,7.0,1
27,5:58:27,5:58:27,404947,7.0,1
28,5:59:28,5:59:28,405066,6.0,1
29,6:00:29,6:00:29,403419,6.0,1
30,6:01:40,6:01:40,404321,6.0,1
31,6:02:59,6:02:59,402826,6.0,1
32,6:03:52,6:03:52,404854,5.0,1
33,6:04:56,6:04:56,402829,5.0,1
34,6:05:32,6:05:32,403421,5.0,1
35,6:06:25,6:06:25,402831,5.0,1
36,6:07:00,6:07:00,403422,5.0,1
37,6:08:20,6:08:20,803158,5.0,1
38,6:09:05,6:09:05,402835,2.0,1
39,6:10:00,6:10:00,404171,7.0,1
40,6:11:03,6:11:03,402838,7.0,1
41,6:12:23,6:12:23,803163,10.0,1
42,6:12:56,6:12:56,403424,2.0,1
43,6:14:15,6:14:15,402842,7.0,1
44,6:16:00,6:16:00,403425,2.0,1
45,6:16:31,6:16:31,402845,10.0,1
46,6:17:19,6:17:19,405530,10.0,1
47,6:18:14,6:18:14,403821,8.0,1
48,6:19:15,6:19:15,403822,8.0,1
49,6:20:05,6:20:05,402851,8.0,1
50,6:20:42,6:20:42,402852,8.0,1
51,6:21:15,6:21:15,405272,7.0,1
52,6:22:00,6:22:00,402854,7.0,1
53,6:23:23,6:23:23,403772,7.0,1
54,6:24:30,6:24:30,402856,2.0,1
55,6:25:40,6:25:40,404106,1.0,1
56,6:26:53,6:26:53,402858,2.0,1
57,6:28:00,6:28:00,903148,2.0,1
