stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,18:56:00,18:56:00,401880,7.0,1
2,18:57:22,18:57:22,401881,4.0,1
3,18:58:16,18:58:16,401882,4.0,1
4,19:00:05,19:00:05,401883,2.0,1
5,19:01:28,19:01:28,401884,16.0,1
6,19:02:20,19:02:20,404860,2.0,1
7,19:03:59,19:03:59,401887,8.0,1
8,19:05:00,19:05:00,403989,8.0,1
9,19:07:10,19:07:10,401889,8.0,1
10,19:09:22,19:09:22,401890,7.0,1
11,19:10:38,19:10:38,404838,7.0,1
12,19:12:04,19:12:04,403733,3.0,1
13,19:13:00,19:13:00,401893,5.0,1
14,19:23:00,19:23:00,903286,5.0,1
