stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,18:42:00,18:42:00,400080,3.0,1
2,18:43:03,18:43:03,400081,3.0,1
3,18:44:49,18:44:49,405523,3.0,1
4,18:46:47,18:46:47,400085,5.0,1
5,18:47:56,18:47:56,400086,7.0,1
6,18:49:00,18:49:00,405527,5.0,1
7,18:51:06,18:51:06,400003,5.0,1
8,18:52:30,18:52:30,404120,9.0,1
9,18:53:40,18:53:40,404936,9.0,1
10,18:55:40,18:55:40,400007,10.0,1
11,18:57:03,18:57:03,403782,10.0,1
12,18:58:01,18:58:01,403316,10.0,1
13,19:01:00,19:01:00,405380,8.0,1
14,19:02:17,19:02:17,400352,9.0,1
15,19:05:00,19:05:00,400190,7.0,1
16,19:06:28,19:06:28,400191,9.0,1
17,19:08:37,19:08:37,403458,10.0,2
18,19:09:55,19:09:55,400018,19.0,2
19,19:11:44,19:11:44,400019,19.0,2
20,19:14:11,19:14:11,400021,16.0,2
21,19:16:00,19:16:00,400022,20.0,2
22,19:17:50,19:17:50,400023,21.0,2
23,19:19:00,19:19:00,400024,21.0,2
24,19:20:31,19:20:31,403837,22.0,2
25,19:21:47,19:21:47,405490,14.0,2
26,19:22:49,19:22:49,404994,21.0,2
27,19:23:33,19:23:33,400028,21.0,2
28,19:24:31,19:24:31,404905,21.0,2
29,19:26:01,19:26:01,400030,27.0,2
30,19:26:59,19:26:59,400031,21.0,2
31,19:28:23,19:28:23,400032,25.0,2
32,19:29:21,19:29:21,400033,21.0,2
33,19:30:58,19:30:58,400034,9.0,2
34,19:32:43,19:32:43,400036,21.0,2
35,19:33:51,19:33:51,400037,15.0,2
36,19:35:06,19:35:06,400038,17.0,2
37,19:36:03,19:36:03,400039,15.0,1
38,19:37:00,19:37:00,404191,15.0,1
39,19:37:47,19:37:47,400041,14.0,1
40,19:38:47,19:38:47,400042,9.0,1
41,19:39:20,19:39:20,400043,10.0,1
42,19:39:45,19:39:45,400044,15.0,1
43,19:40:25,19:40:25,400045,15.0,1
44,19:41:00,19:41:00,400046,14.0,1
45,19:41:40,19:41:40,400047,10.0,1
46,19:42:13,19:42:13,400048,10.0,1
47,19:43:10,19:43:10,405542,13.0,1
48,19:44:00,19:44:00,405543,13.0,1
49,19:44:51,19:44:51,400051,6.0,1
50,19:46:12,19:46:12,403980,9.0,1
51,19:47:04,19:47:04,400053,9.0,1
52,19:47:56,19:47:56,400054,12.0,1
53,19:48:46,19:48:46,400055,10.0,1
54,19:49:38,19:49:38,400056,10.0,1
55,19:50:57,19:50:57,400057,4.0,1
56,19:52:15,19:52:15,403711,4.0,1
57,19:53:06,19:53:06,400059,3.0,1
58,19:54:01,19:54:01,400060,1.0,1
59,19:54:52,19:54:52,400061,4.0,1
60,19:56:26,19:56:26,400062,4.0,1
61,19:57:42,19:57:42,404335,3.0,1
62,19:58:59,19:58:59,400065,3.0,1
63,19:59:57,19:59:57,400066,3.0,1
64,20:01:03,20:01:03,400067,1.0,1
65,20:03:00,20:03:00,803003,1.0,1
