stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:27:00,8:27:00,803055,10.0,1
2,8:27:28,8:27:28,401812,10.0,2
3,8:30:08,8:30:08,401813,26.0,3
4,8:32:35,8:32:35,401814,38.0,3
5,8:35:18,8:35:18,403238,1.0,4
6,8:37:00,8:37:00,403239,51.0,4
7,8:38:26,8:38:26,403240,51.0,4
8,8:40:00,8:40:00,403241,44.0,3
9,8:41:03,8:41:03,403242,42.0,3
10,8:42:50,8:42:50,403465,37.0,3
11,8:43:59,8:43:59,404160,37.0,3
12,8:44:56,8:44:56,403459,28.0,2
13,8:46:00,8:46:00,403245,28.0,2
14,8:46:28,8:46:28,403246,10.0,2
15,8:47:40,8:47:40,403247,19.0,2
16,8:48:41,8:48:41,403248,1.0,1
17,8:50:00,8:50:00,903046,1.0,1
