stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:18:00,7:18:00,403380,23.0,2
2,7:19:05,7:19:05,401624,23.0,2
3,7:20:52,7:20:52,401625,23.0,2
4,7:22:31,7:22:31,401626,31.0,3
5,7:24:57,7:24:57,403443,38.0,3
6,7:26:35,7:26:35,402039,43.0,3
7,7:28:28,7:28:28,401633,45.0,4
8,7:29:49,7:29:49,401182,57.0,4
9,7:31:14,7:31:14,401183,57.0,4
10,7:32:12,7:32:12,404029,57.0,4
11,7:34:12,7:34:12,403870,51.0,4
12,7:35:42,7:35:42,403871,51.0,4
13,7:37:00,7:37:00,403906,51.0,4
14,7:38:14,7:38:14,403893,15.0,2
15,7:39:09,7:39:09,403894,29.0,2
16,7:40:52,7:40:52,403895,18.0,2
17,7:42:14,7:42:14,403896,13.0,1
18,7:43:42,7:43:42,403897,13.0,1
19,7:45:00,7:45:00,405265,13.0,1
20,7:45:38,7:45:38,405152,3.0,1
21,7:46:35,7:46:35,405157,3.0,1
22,7:47:00,7:47:00,903237,3.0,1
