stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,16:05:00,16:05:00,803055,5.0,1
2,16:05:25,16:05:25,401812,5.0,4
3,16:07:50,16:07:50,401813,55.0,4
4,16:10:01,16:10:01,401814,55.0,5
5,16:12:29,16:12:29,403238,66.0,5
6,16:14:00,16:14:00,403239,49.0,4
7,16:15:55,16:15:55,403240,37.0,3
8,16:18:00,16:18:00,403241,40.0,3
9,16:19:14,16:19:14,403242,40.0,3
10,16:21:18,16:21:18,403465,24.0,2
11,16:22:38,16:22:38,404160,24.0,2
12,16:23:46,16:23:46,403459,24.0,2
13,16:25:00,16:25:00,403245,24.0,2
14,16:25:28,16:25:28,403246,9.0,1
15,16:26:40,16:26:40,403247,9.0,1
16,16:27:41,16:27:41,403248,9.0,1
17,16:29:00,16:29:00,903046,9.0,1
