stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,7:19:00,7:19:00,450222,2.0,1
2,7:20:20,7:20:20,401507,2.0,1
3,7:22:00,7:22:00,404286,2.0,1
4,7:23:22,7:23:22,401575,2.0,1
5,7:25:08,7:25:08,401294,2.0,1
6,7:26:45,7:26:45,401577,2.0,1
7,7:29:19,7:29:19,404271,1.0,1
8,7:31:00,7:31:00,403556,3.0,1
9,7:32:08,7:32:08,401191,3.0,1
10,7:33:16,7:33:16,401192,3.0,1
11,7:34:29,7:34:29,401193,3.0,1
12,7:35:22,7:35:22,401194,5.0,1
13,7:36:32,7:36:32,401195,5.0,1
14,7:37:45,7:37:45,401587,5.0,1
15,7:38:48,7:38:48,401589,5.0,1
16,7:40:43,7:40:43,401591,5.0,1
17,7:42:34,7:42:34,401595,5.0,1
18,7:43:23,7:43:23,401596,1.0,1
19,7:44:24,7:44:24,403808,1.0,1
20,7:45:44,7:45:44,401599,1.0,1
21,7:47:14,7:47:14,401600,1.0,1
22,7:48:15,7:48:15,403557,1.0,1
23,7:50:00,7:50:00,903088,1.0,1
