stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:43:00,8:43:00,803083,2.0,1
2,8:44:47,8:44:47,400933,2.0,1
3,8:47:03,8:47:03,404039,2.0,1
4,8:48:38,8:48:38,404040,6.0,1
5,8:50:00,8:50:00,400936,5.0,1
6,8:53:01,8:53:01,403132,5.0,1
7,8:56:00,8:56:00,404992,5.0,1
8,8:57:15,8:57:15,400943,5.0,1
9,8:58:32,8:58:32,401014,5.0,1
10,8:59:21,8:59:21,401015,5.0,1
11,9:00:29,9:00:29,401016,2.0,1
12,9:03:13,9:03:13,403271,2.0,1
13,9:06:19,9:06:19,400751,2.0,1
14,9:07:27,9:07:27,400752,2.0,1
15,9:08:49,9:08:49,404289,1.0,1
16,9:10:06,9:10:06,400755,1.0,1
17,9:11:00,9:11:00,400756,2.0,1
18,9:12:09,9:12:09,404290,2.0,1
19,9:13:15,9:13:15,400759,2.0,1
20,9:14:07,9:14:07,400760,3.0,1
21,9:14:58,9:14:58,400761,3.0,1
22,9:15:34,9:15:34,400762,3.0,1
23,9:16:40,9:16:40,404054,3.0,1
24,9:18:00,9:18:00,400764,3.0,1
25,9:19:03,9:19:03,403902,3.0,1
26,9:19:55,9:19:55,404104,3.0,1
27,9:20:49,9:20:49,400768,3.0,1
28,9:21:30,9:21:30,400769,3.0,1
29,9:22:41,9:22:41,400599,3.0,1
30,9:23:25,9:23:25,400771,3.0,1
31,9:24:04,9:24:04,400772,3.0,1
32,9:24:55,9:24:55,400602,2.0,1
33,9:25:53,9:25:53,404258,3.0,1
34,9:27:17,9:27:17,404821,3.0,1
35,9:29:59,9:29:59,404019,3.0,1
36,9:31:00,9:31:00,903236,2.0,1
37,9:32:27,9:32:27,400610,5.0,1
38,9:35:04,9:35:04,400613,7.0,1
39,9:37:28,9:37:28,400616,5.0,1
40,9:40:00,9:40:00,400619,11.0,1
41,9:41:07,9:41:07,400620,11.0,1
42,9:42:12,9:42:12,400621,12.0,1
43,9:43:20,9:43:20,400622,12.0,1
44,9:44:32,9:44:32,400623,11.0,1
45,9:45:23,9:45:23,400624,11.0,1
46,9:47:59,9:47:59,400796,11.0,1
47,9:49:08,9:49:08,402535,10.0,1
48,9:50:21,9:50:21,400798,6.0,1
49,9:52:00,9:52:00,903231,6.0,1
