stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,17:55:00,17:55:00,903147,4.0,1
2,17:55:50,17:55:50,405155,4.0,1
3,17:56:59,17:56:59,403526,4.0,1
4,17:58:46,17:58:46,403913,4.0,1
5,18:00:23,18:00:23,402670,4.0,1
6,18:02:05,18:02:05,405061,4.0,1
7,18:04:00,18:04:00,403855,4.0,1
8,18:05:41,18:05:41,402673,4.0,1
9,18:07:44,18:07:44,402674,4.0,1
10,18:08:39,18:08:39,402634,4.0,1
11,18:10:20,18:10:20,403427,4.0,1
12,18:13:30,18:13:30,402677,4.0,1
13,18:14:50,18:14:50,402678,4.0,1
14,18:17:00,18:17:00,402679,15.0,1
15,18:18:39,18:18:39,402680,15.0,1
16,18:20:56,18:20:56,402681,15.0,1
17,18:22:31,18:22:31,402682,15.0,1
18,18:25:21,18:25:21,405488,15.0,1
19,18:28:19,18:28:19,405480,15.0,1
20,18:31:21,18:31:21,403545,15.0,1
21,18:33:20,18:33:20,450051,15.0,1
22,18:35:09,18:35:09,402687,13.0,1
23,18:37:00,18:37:00,402688,13.0,1
24,18:38:06,18:38:06,402689,13.0,1
25,18:40:12,18:40:12,403432,13.0,1
26,18:42:06,18:42:06,402691,5.0,1
27,18:43:34,18:43:34,402692,5.0,1
28,18:45:04,18:45:04,403433,3.0,1
29,18:47:10,18:47:10,402694,3.0,1
30,18:49:12,18:49:12,403434,9.0,1
31,18:51:21,18:51:21,402696,9.0,1
32,18:53:15,18:53:15,402697,9.0,1
33,18:54:36,18:54:36,403765,9.0,1
34,18:57:00,18:57:00,403777,10.0,1
35,18:59:00,18:59:00,401946,10.0,1
36,19:00:17,19:00:17,401947,9.0,1
37,19:01:28,19:01:28,401948,16.0,2
38,19:02:45,19:02:45,403436,18.0,2
39,19:04:30,19:04:30,402704,18.0,2
40,19:06:24,19:06:24,402705,20.0,2
41,19:08:44,19:08:44,405135,20.0,2
42,19:09:29,19:09:29,402003,20.0,2
43,19:10:27,19:10:27,402004,15.0,1
44,19:12:08,19:12:08,402005,15.0,1
45,19:12:53,19:12:53,402006,15.0,1
46,19:15:38,19:15:38,404341,15.0,1
47,19:17:22,19:17:22,401047,15.0,1
48,19:19:09,19:19:09,404333,15.0,1
49,19:21:00,19:21:00,404334,7.0,1
50,19:21:52,19:21:52,401051,5.0,1
51,19:22:41,19:22:41,401052,5.0,1
52,19:23:54,19:23:54,405014,3.0,1
53,19:24:49,19:24:49,401055,3.0,1
54,19:26:00,19:26:00,401056,3.0,1
55,19:26:47,19:26:47,400062,3.0,1
56,19:27:59,19:27:59,404335,3.0,1
57,19:29:13,19:29:13,400065,3.0,1
58,19:30:07,19:30:07,400066,3.0,1
59,19:31:11,19:31:11,400067,3.0,1
60,19:33:00,19:33:00,803024,3.0,1
