stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,16:30:00,16:30:00,401880,7.0,2
2,16:31:40,16:31:40,401881,22.0,2
3,16:32:47,16:32:47,401882,22.0,2
4,16:35:00,16:35:00,401883,8.0,1
5,16:36:41,16:36:41,401884,8.0,1
6,16:37:44,16:37:44,404860,8.0,1
7,16:39:45,16:39:45,401887,8.0,1
8,16:41:00,16:41:00,403989,8.0,1
9,16:43:42,16:43:42,401889,8.0,1
10,16:46:28,16:46:28,401890,8.0,1
11,16:48:02,16:48:02,404838,8.0,1
12,16:49:50,16:49:50,403733,8.0,1
13,16:51:00,16:51:00,401893,1.0,1
14,17:03:00,17:03:00,903286,1.0,1
