stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,18:25:00,18:25:00,405382,20.0,2
2,18:28:55,18:28:55,405318,21.0,3
3,18:31:10,18:31:10,403601,47.0,3
4,18:34:48,18:34:48,405319,47.0,3
5,18:39:47,18:39:47,405320,47.0,4
6,18:44:00,18:44:00,903093,51.0,4
7,18:48:00,18:48:00,405322,36.0,4
8,18:50:56,18:50:56,405323,55.0,4
9,18:52:12,18:52:12,404995,43.0,5
10,18:54:00,18:54:00,403480,71.0,5
11,18:56:34,18:56:34,401698,78.0,5
12,18:58:44,18:58:44,401701,78.0,5
13,19:01:21,19:01:21,401704,75.0,5
14,19:04:21,19:04:21,401707,66.0,5
15,19:08:13,19:08:13,401712,66.0,5
16,19:10:29,19:10:29,401715,38.0,3
17,19:14:00,19:14:00,903102,36.0,3
18,19:16:16,19:16:16,401723,35.0,3
19,19:18:52,19:18:52,401727,26.0,2
20,19:21:00,19:21:00,401731,26.0,2
21,19:23:00,19:23:00,803054,26.0,2
