stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,13:20:00,13:20:00,403522,7.0,2
2,13:23:00,13:23:00,403523,19.0,2
3,13:24:05,13:24:05,401024,21.0,2
4,13:26:29,13:26:29,401867,26.0,2
5,13:27:38,13:27:38,401868,26.0,2
6,13:30:24,13:30:24,401869,26.0,2
7,13:33:00,13:33:00,401870,26.0,2
8,13:34:24,13:34:24,404858,23.0,2
9,13:36:29,13:36:29,405169,23.0,2
10,13:38:06,13:38:06,405369,23.0,2
11,13:40:04,13:40:04,401875,23.0,2
12,13:42:05,13:42:05,401876,23.0,2
13,13:43:43,13:43:43,401877,7.0,1
14,13:46:00,13:46:00,401878,7.0,1
