stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,21:48:00,21:48:00,803131,4.0,1
2,21:49:09,21:49:09,403191,4.0,1
3,21:50:50,21:50:50,403192,4.0,1
4,21:52:25,21:52:25,401818,4.0,1
5,21:53:49,21:53:49,401819,12.0,1
6,21:55:00,21:55:00,404820,12.0,2
7,21:56:38,21:56:38,401821,17.0,2
8,21:58:15,21:58:15,401822,17.0,2
9,21:59:46,21:59:46,401824,15.0,1
10,22:01:15,22:01:15,401826,15.0,1
11,22:02:00,22:02:00,401827,15.0,1
12,22:02:34,22:02:34,404950,10.0,1
13,22:03:00,22:03:00,903028,10.0,1
