stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,18:45:00,18:45:00,401880,14.0,1
2,18:46:22,18:46:22,401881,7.0,1
3,18:47:16,18:47:16,401882,12.0,1
4,18:49:05,18:49:05,401883,14.0,1
5,18:50:28,18:50:28,401884,13.0,2
6,18:51:20,18:51:20,404860,17.0,2
7,18:52:59,18:52:59,401887,22.0,2
8,18:54:00,18:54:00,403989,15.0,2
9,18:56:10,18:56:10,401889,22.0,2
10,18:58:22,18:58:22,401890,15.0,2
11,18:59:38,18:59:38,404838,18.0,2
12,19:01:04,19:01:04,403733,11.0,1
13,19:02:00,19:02:00,401893,11.0,1
14,19:12:00,19:12:00,903286,11.0,1
