stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,6:15:00,6:15:00,400087,1.0,1
2,6:15:32,6:15:32,400088,4.0,1
3,6:16:45,6:16:45,400089,3.0,1
4,6:17:51,6:17:51,404339,4.0,1
5,6:18:35,6:18:35,404338,9.0,1
6,6:19:22,6:19:22,401069,5.0,1
7,6:20:23,6:20:23,401070,9.0,1
8,6:21:30,6:21:30,404337,6.0,1
9,6:22:14,6:22:14,404336,9.0,1
10,6:23:00,6:23:00,404284,4.0,1
11,6:23:46,6:23:46,401074,7.0,1
12,6:24:36,6:24:36,404978,5.0,1
13,6:25:22,6:25:22,404274,10.0,1
14,6:26:21,6:26:21,401078,11.0,1
15,6:27:00,6:27:00,401079,9.0,1
16,6:27:51,6:27:51,400482,4.0,1
17,6:28:22,6:28:22,400483,12.0,1
18,6:29:15,6:29:15,400484,11.0,1
19,6:29:59,6:29:59,403392,6.0,1
20,6:30:37,6:30:37,401084,11.0,1
21,6:31:09,6:31:09,401085,12.0,1
22,6:32:00,6:32:00,401086,7.0,1
23,6:33:32,6:33:32,401087,8.0,1
24,6:34:38,6:34:38,401088,10.0,1
25,6:35:51,6:35:51,403362,10.0,1
26,6:37:12,6:37:12,401090,6.0,1
27,6:38:04,6:38:04,401091,14.0,1
28,6:39:21,6:39:21,401092,14.0,1
29,6:40:42,6:40:42,401093,7.0,1
30,6:41:35,6:41:35,401094,13.0,1
31,6:43:00,6:43:00,404838,6.0,1
32,6:44:00,6:44:00,401096,14.0,1
33,6:45:05,6:45:05,403372,7.0,1
34,6:46:10,6:46:10,401099,6.0,1
35,6:47:11,6:47:11,401100,4.0,1
36,6:48:00,6:48:00,401101,6.0,1
37,6:49:00,6:49:00,400858,3.0,1
38,6:50:10,6:50:10,400860,4.0,1
39,6:50:55,6:50:55,903233,4.0,1
40,6:51:06,6:51:06,400861,4.0,1
41,6:51:42,6:51:42,403781,3.0,1
42,6:53:13,6:53:13,405291,5.0,1
43,6:54:21,6:54:21,400950,5.0,1
44,6:55:05,6:55:05,405295,5.0,1
45,6:56:00,6:56:00,403797,5.0,1
46,6:57:43,6:57:43,405297,2.0,1
47,6:58:39,6:58:39,450045,3.0,1
48,7:00:03,7:00:03,401359,12.0,1
49,7:01:00,7:01:00,401360,9.0,1
50,7:01:48,7:01:48,401361,9.0,1
51,7:02:38,7:02:38,401363,9.0,1
52,7:03:29,7:03:29,401364,9.0,1
53,7:04:07,7:04:07,404244,9.0,1
54,7:04:56,7:04:56,401366,9.0,1
55,7:05:41,7:05:41,405298,9.0,1
56,7:06:40,7:06:40,401294,9.0,1
57,7:08:00,7:08:00,903325,9.0,1
